assists,bonus,bps,clean_sheets,creativity,element_code,end_cost,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season_name,start_cost,threat,total_points,yellow_cards
0,0,0,0,0.0,145235,45,0,0,0.0,0.0,0,0,0,0,0,0,2014/15,45,0.0,0,0
0,0,0,0,0.0,145235,40,0,0,0.0,0.0,0,0,0,0,0,0,2015/16,40,0.0,0,0
0,0,0,0,0.0,145235,43,0,0,0.0,0.0,0,0,0,0,0,0,2016/17,45,0.0,0,0
1,1,94,0,164.0,145235,46,7,0,31.6,92.6,422,0,0,0,0,0,2019/20,50,58.0,11,1
