assists,bonus,bps,clean_sheets,creativity,element_code,end_cost,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season_name,start_cost,threat,total_points,yellow_cards
0,0,67,0,67.3,81048,53,13,1,35.3,59.6,636,0,0,0,1,0,2019/20,55,231.0,26,0
