id,xP
1,2.0
2,0.0
3,0.0
4,0.0
5,2.5
6,2.5
7,3.5
8,0.0
9,0.0
11,0.0
12,0.5
13,0.0
14,0.7
15,0.0
16,0.0
17,1.0
18,0.0
20,1.5
21,2.5
22,4.5
23,3.3
24,0.0
25,0.0
26,1.7
27,0.0
67,3.0
466,0.5
478,1.0
530,0.0
531,0.0
532,0.0
558,4.0
559,1.3
572,0.5
590,0.0
664,0.5
692,0.5
693,0.5
694,0.5
695,0.0
705,0.5
711,0.5
719,0.5
720,0.5
721,1.8
10,-0.5
28,0.0
29,0.0
30,1.2
31,0.0
32,-0.2
34,0.2
35,0.8
36,-0.5
37,0.0
38,0.2
40,3.8
41,-0.5
43,0.8
44,0.5
45,0.2
46,0.0
47,0.0
48,0.0
49,0.0
50,1.2
51,1.2
52,-0.2
168,-0.2
337,0.2
492,0.8
496,0.0
497,0.0
526,-0.5
568,0.0
596,-0.5
610,-0.5
638,-0.5
650,0.0
670,-0.5
681,1.5
684,-0.5
691,-0.5
703,-0.5
713,-0.5
76,0.5
77,1.5
78,5.8
79,-0.2
80,3.5
81,0.2
82,0.0
83,2.8
84,5.8
85,-0.5
86,0.8
87,0.0
88,0.0
89,0.8
90,-0.5
91,2.2
92,0.0
93,0.0
94,0.0
95,0.0
96,8.5
97,0.0
479,0.0
483,2.5
498,0.0
499,-0.2
524,5.2
556,-0.5
569,-0.5
594,1.5
614,-0.5
619,-0.5
628,-0.5
640,-0.5
662,-0.5
673,-0.5
699,3.5
722,0.9
53,-0.2
54,-0.5
55,1.5
56,-0.2
57,0.0
59,2.5
60,1.2
61,-0.2
62,2.5
63,-0.2
64,3.8
65,0.0
66,0.0
68,0.0
69,2.8
70,0.8
71,1.8
72,0.0
73,-0.5
74,1.8
75,0.0
447,1.2
462,4.5
476,0.0
500,0.0
535,0.0
536,0.0
537,0.0
538,0.0
560,-0.5
584,3.2
595,0.0
612,-0.2
653,-0.5
654,-0.5
655,-0.5
688,-0.5
712,-0.5
98,1.0
99,0.0
100,0.0
101,0.7
102,0.0
103,0.3
104,3.3
105,0.7
106,0.0
107,2.0
108,0.0
110,0.3
111,1.7
112,1.7
113,1.7
114,0.0
115,1.7
116,0.0
117,0.0
118,1.0
451,2.7
480,0.0
533,0.0
534,0.0
565,0.0
575,2.0
578,5.0
585,0.7
700,1.3
708,0.0
119,0.5
120,0.0
121,3.5
122,7.0
123,0.5
124,0.5
125,2.5
126,0.0
127,6.5
129,0.5
130,6.0
131,1.5
132,3.0
133,3.5
134,9.0
135,0.0
136,0.0
137,1.0
138,11.0
139,0.0
140,0.0
141,4.5
142,1.0
143,3.5
501,0.5
527,0.5
529,0.8
539,0.0
592,0.5
606,0.5
671,0.5
672,0.5
690,0.5
144,2.0
146,4.0
147,0.0
148,1.0
149,0.0
150,3.0
151,0.0
152,0.5
153,5.0
154,6.5
155,2.5
156,0.0
157,0.0
158,0.0
159,4.0
160,0.5
161,0.0
162,3.5
386,0.0
464,0.0
474,0.0
477,3.5
488,8.0
493,3.5
540,0.0
541,0.0
542,0.0
543,0.0
561,0.0
586,0.5
709,0.0
42,-1.0
163,-0.2
