id,xP
1,1.3
2,0.0
3,0.0
4,5.0
5,1.0
6,1.3
7,0.0
8,1.0
9,0.0
10,1.0
11,0.7
12,0.0
13,2.7
14,0.0
15,2.0
16,5.3
17,4.0
18,0.0
20,1.0
21,3.0
22,4.3
23,6.0
24,0.0
25,0.0
26,1.0
27,0.0
67,5.0
466,1.0
478,2.3
530,1.0
531,0.0
532,1.0
558,6.3
559,6.0
572,1.0
590,7.0
28,0.3
29,0.0
30,2.5
31,0.0
32,0.7
34,0.0
35,0.7
36,0.3
37,0.0
38,2.0
39,2.7
40,1.7
41,1.0
42,0.3
43,2.5
44,5.7
45,3.0
46,0.0
47,0.0
48,0.0
49,0.0
50,3.3
51,1.0
52,1.0
283,3.0
337,3.7
492,3.3
496,0.0
497,0.0
526,0.0
568,0.0
596,0.0
76,4.2
77,1.5
78,6.2
79,-0.5
80,3.2
81,1.8
82,0.0
83,2.5
84,1.8
85,0.2
86,0.2
87,-0.5
88,-0.5
89,0.2
90,0.0
91,3.5
92,0.0
93,-0.5
94,0.0
95,0.0
96,3.2
97,-0.5
479,0.2
483,2.8
498,-0.5
499,0.8
524,-0.2
556,-0.5
569,-0.5
594,0.0
53,1.5
54,-0.5
55,0.0
56,3.2
57,0.0
58,-0.2
59,3.2
60,0.5
61,0.0
62,2.2
63,3.2
64,5.5
65,0.0
66,0.0
68,0.0
69,2.5
70,1.5
71,0.0
72,-0.4
73,-0.5
74,1.2
75,0.8
447,3.5
462,-0.2
476,-0.5
500,0.0
535,0.0
536,0.0
537,-0.2
538,0.0
560,-0.5
584,4.0
595,-0.5
98,0.7
99,-1.0
100,-1.0
101,-1.0
102,0.0
103,-0.8
104,-0.3
105,0.0
106,2.3
107,0.7
108,2.0
109,3.3
110,2.0
111,0.0
112,1.0
113,0.7
114,-1.0
115,0.3
116,0.0
117,0.0
118,1.3
451,-0.8
480,-1.0
533,-1.0
534,-1.0
565,-1.0
575,-0.7
578,-0.5
585,-0.8
119,4.0
120,0.0
121,7.3
122,5.7
123,2.0
124,0.0
125,6.7
126,0.0
127,7.0
129,2.0
130,2.3
131,1.0
132,0.0
133,2.7
134,1.3
135,0.0
136,0.0
137,0.0
138,1.0
139,0.0
140,1.0
141,4.3
142,0.3
143,4.0
501,0.0
527,2.3
529,5.7
539,0.0
592,0.5
606,1.0
144,7.8
146,2.8
147,-0.5
148,3.2
149,2.5
150,2.2
151,-0.5
152,-0.2
153,1.5
154,4.8
155,0.0
156,-0.5
157,-0.2
158,-0.5
159,-0.5
160,0.0
161,0.0
162,2.2
386,-0.5
464,0.2
474,1.8
477,2.2
488,2.5
493,-0.5
540,-0.5
541,-0.5
542,-0.5
543,-0.5
561,-0.5
586,6.0
163,0.0
164,0.0
165,4.0
166,0.0
167,0.0
168,2.3
169,5.3
170,3.0
171,4.0
172,1.0
173,5.0
174,1.3
175,1.0
176,0.3
177,0.0
178,2.0
179,0.7
180,1.0
181,0.0
481,0.3
482,5.7
484,5.7
502,0.3
503,0.3
504,0.0
544,0.0
545,0.0
564,0.0
570,0.0
571,0.0
591,1.5
602,1.0
200,3.5
201,0.2
202,3.5
203,0.1
204,0.5
205,7.8
206,0.0
207,2.2
208,1.2
209,2.2
210,3.5
211,0.0
212,2.2
213,1.5
214,0.5
215,2.5
216,2.2
217,1.8
218,0.0
219,1.2
220,0.0
340,2.8
455,0.5
458,1.2
473,1.5
505,0.8
573,0.5
587,1.5
182,0.0
183,0.0
184,1.8
185,2.2
186,1.2
187,1.5
188,2.5
189,5.5
190,0.0
191,2.2
192,0.0
193,1.5
194,0.0
195,0.0
196,4.5
197,2.2
198,0.0
199,3.2
267,1.8
287,1.8
463,1.2
490,0.5
550,0.5
551,0.8
552,0.0
562,0.5
563,0.5
576,0.5
577,0.5
600,1.6
601,1.6
