id,xP
1,0.5
2,0.0
3,0.0
4,4.2
5,0.5
6,0.8
7,0.0
8,0.5
9,0.0
10,0.5
11,0.5
12,0.5
13,1.5
14,0.5
15,2.8
16,5.2
17,1.8
18,0.0
20,0.5
21,6.5
22,7.8
23,5.5
24,0.0
25,0.0
26,0.5
27,0.0
67,5.8
466,0.8
478,1.8
530,0.5
531,0.0
532,0.5
558,5.5
559,6.5
572,0.5
590,5.2
28,0.0
29,0.0
30,7.0
31,0.0
32,0.7
34,0.0
35,1.7
36,5.3
37,0.0
38,4.7
39,4.7
40,3.3
41,0.3
42,0.0
43,0.7
44,7.0
45,4.3
46,0.0
47,0.0
48,0.0
49,0.0
50,5.0
51,2.3
52,0.3
283,2.0
337,3.0
492,0.0
496,0.0
497,0.0
526,0.0
568,0.7
596,0.0
610,0.0
76,4.2
77,1.5
78,5.8
79,-0.5
80,3.2
81,2.5
82,0.0
83,2.2
84,3.8
85,-0.5
86,0.2
87,-0.5
88,-0.5
89,-0.2
90,0.0
91,5.2
92,0.0
93,-0.5
94,0.0
95,0.0
96,5.5
97,-0.2
479,0.8
483,2.2
498,-0.5
499,0.2
524,4.2
556,-0.5
569,-0.5
594,0.2
53,1.5
54,-0.5
55,1.2
56,3.8
57,0.0
58,2.2
59,3.5
60,0.5
61,0.0
62,3.8
63,5.2
64,2.5
65,0.0
66,0.0
68,0.0
69,2.5
70,0.1
71,-0.5
72,-0.2
73,0.0
74,-0.2
75,1.2
447,0.8
462,-0.1
476,-0.5
500,0.0
535,0.0
536,0.0
537,-0.5
538,0.0
560,-0.5
584,3.5
595,-0.5
612,0.6
98,2.3
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.2
105,0.7
106,1.0
107,2.7
108,0.7
109,1.7
110,2.7
111,1.7
112,3.0
113,4.0
114,0.0
115,2.0
116,0.0
117,0.0
118,2.3
451,2.0
480,0.0
533,0.0
534,0.0
565,0.0
575,0.7
578,0.5
585,0.0
119,7.0
120,0.0
121,7.0
122,4.7
123,3.0
124,1.3
125,4.3
126,0.0
127,6.7
129,3.0
130,0.0
131,1.0
132,3.3
133,3.3
134,5.0
135,3.7
136,0.0
137,0.0
138,1.7
139,0.0
140,1.7
141,2.3
142,0.0
143,2.3
501,1.0
527,4.7
529,3.0
539,0.0
592,1.0
606,1.0
144,2.7
146,2.7
147,0.0
148,1.3
149,1.3
150,0.7
151,0.0
152,1.7
153,1.7
154,4.0
155,2.3
156,0.0
157,0.3
158,0.0
159,0.0
160,0.0
161,0.0
162,1.3
386,0.0
464,2.7
474,1.0
477,1.3
488,1.0
493,0.0
540,0.0
541,0.0
542,0.0
543,0.0
561,0.0
586,1.7
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,2.0
169,3.7
170,3.0
171,3.3
172,0.0
173,6.0
174,0.8
175,3.0
176,1.0
177,0.0
178,0.0
179,2.7
180,0.0
181,0.0
481,0.3
482,7.3
484,3.3
502,0.3
503,1.0
504,0.0
544,0.0
545,0.0
564,0.0
570,0.0
571,0.0
591,2.0
602,0.0
607,1.0
613,1.1
200,1.3
201,0.0
202,0.3
203,0.0
204,0.0
205,9.0
206,0.0
207,0.3
208,0.0
209,1.0
210,4.3
211,0.0
212,1.0
213,4.7
214,0.3
215,2.3
216,0.2
217,1.0
218,0.0
219,0.0
220,0.0
340,0.7
455,0.0
458,1.7
473,0.7
505,0.0
573,0.0
587,2.0
182,0.0
183,0.0
184,3.8
185,0.0
186,3.8
187,2.2
188,2.8
189,0.0
190,5.5
191,2.8
192,0.0
193,1.2
194,0.0
195,0.0
196,6.8
197,2.5
198,0.8
199,4.2
267,0.8
287,2.5
463,3.2
490,0.5
550,0.5
551,1.2
552,0.0
562,0.5
563,0.8
576,0.5
577,0.5
600,0.5
601,0.5
608,0.5
221,1.3
222,3.7
223,0.0
224,0.7
225,0.0
226,0.0
227,0.0
228,0.7
229,4.7
230,5.7
231,3.0
232,3.0
233,10.7
234,1.3
235,0.3
236,0.0
237,0.0
238,0.3
239,2.0
240,4.0
241,0.0
242,0.0
243,2.0
244,5.3
245,1.7
246,0.0
247,0.0
248,0.0
506,0.0
553,0.0
33,2.7
249,4.7
250,0.0
251,4.0
252,0.0
253,0.0
254,0.7
255,1.7
256,6.0
257,5.0
258,2.0
259,2.0
260,0.0
261,2.3
262,4.3
263,5.0
264,0.0
265,3.7
266,1.7
268,0.0
453,1.3
507,0.0
508,0.0
566,0.0
593,0.0
603,0.0
604,0.0
605,0.0
269,0.7
270,4.7
271,1.3
272,1.7
273,0.0
274,1.7
275,1.0
276,2.3
277,2.3
278,2.3
279,0.0
280,0.0
281,0.0
282,0.0
284,1.0
285,2.3
286,0.0
288,2.0
289,1.7
459,0.0
485,0.7
509,0.0
510,0.3
511,0.0
512,0.0
555,2.0
579,3.0
19,1.2
291,0.0
292,0.5
293,0.8
294,3.2
295,0.0
296,0.0
297,1.5
298,-0.2
299,0.0
300,0.2
301,0.0
302,1.5
303,-0.2
304,0.5
305,-0.5
306,1.5
307,5.5
308,1.2
309,3.5
310,2.5
311,-0.5
312,0.0
465,0.5
513,0.0
514,-0.5
599,-0.5
609,-0.5
145,0.8
290,0.0
313,0.0
314,4.0
315,3.3
316,0.0
317,0.3
318,2.3
319,3.0
320,0.0
321,0.0
322,0.0
323,0.0
324,0.0
325,0.0
326,2.3
327,0.0
328,0.0
329,0.7
330,0.0
331,0.0
448,0.0
449,1.3
456,2.3
457,2.3
471,1.3
515,0.0
516,2.0
528,0.7
580,2.7
581,3.0
332,-0.5
333,-1.0
334,2.7
335,1.0
336,1.3
338,0.0
339,-0.8
341,2.0
342,1.7
343,3.0
344,0.0
345,0.3
346,-0.3
347,-0.8
348,0.0
349,-0.7
350,-0.7
351,0.0
460,-0.7
491,2.7
517,1.0
518,0.0
519,-0.7
525,1.0
546,-1.0
567,-1.0
352,0.0
353,2.3
355,0.0
356,0.0
357,2.0
358,0.0
359,6.3
360,0.0
361,1.7
362,1.3
363,1.0
364,0.0
365,4.7
366,0.0
367,0.7
368,0.0
369,0.0
370,2.3
371,0.0
372,1.0
373,0.7
374,0.0
375,2.0
486,0.0
487,1.0
494,0.7
520,0.0
588,1.3
597,0.0
598,0.0
354,1.5
376,2.2
377,1.2
378,-0.5
379,0.2
380,0.0
381,0.5
382,1.8
383,0.0
384,-0.2
385,0.0
387,1.2
388,0.0
389,-0.5
390,-0.5
391,0.2
392,0.0
393,0.0
394,0.0
395,-0.5
396,0.2
397,0.0
398,0.0
399,7.8
400,0.2
401,0.0
402,0.0
403,-0.5
404,0.2
405,-0.5
450,2.2
454,0.0
467,0.0
468,4.8
469,0.0
472,-0.5
495,1.5
557,0.2
574,-0.5
128,1.5
406,0.2
407,0.5
408,3.2
409,1.8
410,0.0
411,1.8
412,1.2
413,3.8
414,0.8
415,0.2
416,0.8
417,0.5
418,1.4
419,5.5
420,6.2
421,3.5
422,4.5
423,2.2
424,0.5
425,0.5
489,0.5
521,0.0
522,0.0
554,0.5
582,1.5
589,0.5
426,2.8
427,0.0
428,0.5
429,3.2
430,7.2
431,3.2
432,3.8
433,0.0
434,1.8
435,1.8
436,1.8
437,3.5
438,1.8
439,3.5
440,0.0
441,0.0
442,0.0
443,0.8
444,0.0
445,0.8
446,0.0
452,0.5
461,1.8
470,0.5
475,5.8
523,0.0
547,0.5
548,0.5
549,0.0
583,5.8
611,0.5
