id,xP
1,1.0
2,0.0
3,0.0
4,1.7
5,1.0
6,2.7
7,0.0
8,1.0
9,0.0
10,1.0
11,0.0
12,2.0
13,2.3
14,1.0
15,2.7
16,1.0
17,1.0
18,0.0
20,1.0
21,5.3
22,5.3
23,5.3
24,0.0
25,0.0
26,3.3
27,0.0
67,5.7
466,6.7
478,3.0
530,1.0
531,0.0
532,1.0
558,2.7
559,6.0
572,1.0
590,6.7
28,0.0
29,0.0
30,2.8
31,0.0
32,0.0
34,0.0
35,4.0
36,0.0
37,0.0
38,4.8
39,4.2
40,4.8
41,1.8
42,1.8
43,2.5
44,2.0
45,0.8
46,0.0
47,0.0
48,0.0
49,0.2
50,0.0
51,2.0
52,3.5
283,0.2
337,0.5
492,2.0
496,0.0
497,0.0
526,0.0
568,0.2
596,0.0
610,0.0
76,2.3
77,2.0
78,5.3
79,0.0
80,0.0
81,4.7
82,0.0
83,7.7
84,2.0
85,1.3
86,0.7
87,2.7
88,0.3
89,0.7
90,0.0
91,2.7
92,0.0
93,0.0
94,0.0
95,0.0
96,2.0
97,0.0
479,3.0
483,0.0
498,0.0
499,0.7
524,0.3
556,4.7
569,0.0
594,0.1
614,0.0
619,0.0
628,0.0
53,1.0
54,0.7
55,1.7
56,1.0
57,0.0
58,0.0
59,3.0
60,1.7
61,2.3
62,2.7
63,1.0
64,5.0
65,0.0
66,0.0
68,0.0
69,2.3
70,2.0
71,5.3
72,0.0
73,0.0
74,0.3
75,1.7
447,0.0
462,0.3
476,0.0
500,0.0
535,0.0
536,0.0
537,0.0
538,0.0
560,0.0
584,5.3
595,0.3
612,0.3
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
451,0.0
480,0.0
533,0.0
534,0.0
565,0.0
575,0.0
578,0.0
585,0.0
119,0.5
120,0.0
121,5.8
122,1.2
123,4.8
124,1.5
125,0.0
126,0.0
127,6.5
129,0.5
130,1.1
131,2.5
132,1.8
133,1.2
134,1.2
135,0.0
136,0.0
137,3.2
138,2.2
139,0.0
140,2.8
141,4.2
142,7.2
143,3.8
501,0.5
527,3.2
529,0.8
539,0.0
592,0.5
606,0.5
144,6.0
146,3.3
147,0.3
148,0.0
149,5.3
150,4.7
151,0.0
152,0.7
153,1.0
154,3.3
155,0.7
156,0.0
157,0.0
158,0.0
159,0.0
160,0.3
161,0.0
162,2.7
386,0.0
464,0.7
474,2.3
477,7.7
488,5.0
493,0.0
540,0.0
541,0.0
542,0.0
543,0.0
561,0.0
586,1.3
163,0.8
164,0.0
165,2.2
166,0.0
167,0.0
168,2.8
169,3.8
170,3.0
171,1.7
172,0.0
173,0.4
174,3.2
175,0.0
176,0.0
177,0.0
178,0.0
179,2.2
180,0.0
181,0.0
481,0.0
482,2.0
484,1.4
502,0.0
503,2.0
504,0.5
544,0.0
545,0.0
564,0.0
570,0.0
571,0.0
591,0.8
602,0.0
607,0.0
613,0.0
616,0.0
622,0.0
623,0.0
630,0.5
200,2.5
201,1.9
202,1.5
203,0.0
204,0.5
205,5.8
206,0.0
207,0.0
208,0.8
209,1.8
210,0.0
211,0.5
212,6.5
213,0.8
214,0.5
215,5.8
216,2.2
217,1.8
218,0.0
219,0.8
220,0.0
340,0.5
455,0.5
458,3.8
473,0.5
505,1.5
573,0.5
587,3.8
182,0.0
183,0.0
184,2.5
185,0.0
186,0.2
187,2.5
188,2.8
189,0.0
190,2.5
191,2.2
192,0.0
193,1.0
194,0.0
195,0.0
196,5.2
197,0.2
198,1.5
199,3.2
267,2.8
287,4.5
463,0.2
490,0.0
550,0.0
551,0.0
552,1.8
562,0.0
563,0.2
576,0.0
577,0.2
600,0.0
601,0.2
608,0.0
624,0.0
631,0.0
221,1.3
222,3.0
223,1.0
224,3.3
225,4.3
226,0.0
227,3.0
