assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,0,0,0,0,88175,0,0,-3,3,0.0,528,40,0,1,0.0,0.0,0,Lovre,0.0,0,0,0.0,546,60,474,False,0.0,542,60,0,Joined Toulouse on loan until the end of the season on 20/1. - Expected back 01 Aug,2020-01-20T17:00:23.372293Z,42,0,0,0,88175.jpg,0.0,0,0,Kalinic,0.1,False,None,n,2,7,0.0,499,32,0,1864,13,5565,62,0.0,0.0,Kalinic,0
0,0,256,100,100,1,184704,0,0,-1,1,156.9,203,122,0,3,0.5,0.5,2,Marvelous,1.0,35,0,46.0,274,128,491,False,280.4,211,84,1660,,2020-01-18T19:30:18.468247Z,44,0,0,0,184704.jpg,1.6,0,0,Nakamba,0.6,False,None,a,2,7,24.0,365,174,37,127900,119,110735,631,0.2,8.4,Nakamba,4
0,0,3,None,None,0,223349,0,0,0,0,1.3,439,200,0,3,-0.5,-1.5,0,Indiana,0.0,0,0,0.7,478,208,600,False,1.2,478,207,36,,None,45,0,0,0,223349.jpg,1.0,0,0,Vassilev,0.0,False,None,a,2,7,4.0,421,196,2,1255,69,662,82,0.0,0.4,Vassilev,0
0,2,110,None,None,0,8432,-1,1,-1,1,10.0,407,4,1,1,-0.5,-1.5,0,José,0.0,13,0,20.8,366,24,603,False,197.8,277,24,540,,None,44,0,0,1,8432.jpg,3.2,0,23,Reina,1.1,False,None,a,2,7,0.0,536,47,19,180781,702,95320,29974,0.0,4.3,Reina,1
0,2,44,None,None,0,217487,-1,1,-3,3,52.4,305,46,0,4,0.5,0.5,2,Mbwana,1.0,12,1,26.5,347,51,613,False,51.6,390,51,406,,None,57,0,0,0,217487.jpg,2.7,0,0,Samatta,0.7,False,None,a,2,7,160.0,197,49,16,126059,443,71117,23544,0.2,2.8,Samatta,0
0,0,5,None,None,0,83091,-1,1,-1,1,1.7,437,67,0,4,-0.5,-1.5,0,Borja,0.0,2,0,0.4,483,68,623,False,0.2,485,71,16,,None,54,0,0,0,83091.jpg,1.0,0,0,González Tomás,0.0,False,None,a,2,7,2.0,433,69,2,1521,44,823,194,0.0,0.4,Bastón,0
0,5,319,100,100,3,56917,0,0,0,0,49.0,311,102,2,2,-1.0,-0.5,0,Steve,0.0,38,1,67.5,185,50,58,False,491.2,84,28,1938,,2020-03-07T15:00:16.074263Z,50,0,0,0,56917.jpg,2.0,1,0,Cook,0.2,False,None,a,3,91,132.0,226,56,46,42338,158,49080,245,0.0,9.2,Steve Cook,5
1,6,418,100,100,3,126184,0,0,-2,2,80.4,268,78,1,2,0.0,0.5,1,Nathan,1.0,35,2,98.7,110,21,59,False,587.4,47,15,2104,,2020-02-22T17:30:19.367467Z,48,0,0,0,126184.jpg,2.8,0,0,Aké,6.6,False,None,a,3,91,319.0,96,11,68,600806,2445,1336358,6039,0.2,14.2,Aké,1
0,0,18,0,0,0,41320,0,0,-3,3,29.6,357,127,0,2,0.0,0.0,0,Charlie,0.0,2,0,5.2,430,153,60,False,22.4,427,159,126,Knee injury - Unknown return date,2019-08-25T15:30:14.994228Z,42,0,0,0,41320.jpg,1.5,0,0,Daniels,0.1,False,None,i,3,91,0.0,495,191,3,3346,16,17292,22,0.0,0.7,Daniels,0
0,2,161,100,100,1,223911,0,0,-2,2,16.5,385,140,1,2,-1.0,-0.5,0,Chris,0.0,19,1,42.2,291,99,61,False,268.6,224,88,901,,2020-01-10T17:00:16.673521Z,43,0,0,0,223911.jpg,2.4,0,0,Mepham,0.6,False,None,a,3,91,136.0,220,54,26,95039,34,123123,113,0.0,6.0,Mepham,1
0,1,161,100,100,1,15149,0,0,-1,1,64.4,290,91,0,2,-1.0,-0.5,0,Simon,0.0,21,0,40.2,302,106,62,False,263.8,229,91,964,,2020-03-09T10:30:19.638090Z,44,0,0,0,15149.jpg,1.1,1,0,Francis,0.0,False,None,a,3,91,72.0,293,94,16,5303,34,4616,66,0.0,3.6,Francis,3
1,3,239,100,100,3,54469,0,0,-2,2,156.9,202,51,1,2,-1.0,-0.5,0,Adam,0.0,29,0,50.2,253,80,63,False,252.2,237,97,1647,,2019-11-30T15:00:18.860871Z,43,0,0,0,54469.jpg,2.1,0,0,Smith,0.4,False,None,a,3,91,93.0,263,75,39,65312,230,138442,621,0.0,9.1,Adam Smith,7
0,0,0,100,100,0,235530,0,0,-1,1,0.0,566,208,0,2,-1.0,-0.5,0,Lloyd,0.0,0,0,0.0,579,208,64,False,0.0,575,208,0,,2020-01-31T01:00:23.162332Z,44,0,0,0,235530.jpg,0.0,0,0,Kelly,0.1,False,None,a,3,91,0.0,548,202,0,5964,87,9727,95,0.0,0.0,Kelly,0
3,5,335,100,100,5,171129,0,0,2,-2,402.8,62,11,1,2,-1.0,-0.5,0,Diego,0.0,27,0,91.1,127,31,65,False,431.4,123,46,1793,,2019-12-21T17:00:13.810253Z,42,0,0,0,171129.jpg,2.9,0,0,Rico,8.0,False,None,a,3,91,73.0,292,93,61,1383722,3516,1217657,13398,0.0,14.5,Rico,6
0,0,33,None,None,0,222434,0,0,-1,1,12.7,394,145,0,2,-1.0,-0.5,0,Jack,0.0,6,0,6.4,419,151,66,False,33.6,415,156,238,,None,39,0,0,0,222434.jpg,1.0,0,0,Simpson,8.2,False,None,a,3,91,18.0,374,137,4,562370,25246,528893,12200,0.0,1.0,Simpson,0
3,8,296,100,100,3,75115,0,0,-6,6,347.0,81,8,1,4,1.0,1.5,2,Callum,2.0,48,8,141.6,55,19,67,False,377.2,155,21,2436,,2019-12-07T17:00:19.209039Z,74,0,0,0,75115.jpg,3.3,0,0,Wilson,4.6,False,None,a,3,91,699.0,33,20,97,902881,1354,1758358,5678,0.3,13.1,Callum Wilson,8
3,8,225,75,100,3,78007,0,0,-4,4,313.1,96,13,1,4,0.0,0.5,1,Joshua,1.0,24,4,102.5,102,25,68,False,318.2,190,23,1509,Knock - 75% chance of playing,2020-06-20T21:30:21.757745Z,61,0,0,0,78007.jpg,3.5,0,0,King,3.4,False,None,d,3,91,395.0,75,31,70,652019,1132,1687921,4837,0.2,11.5,King,0
2,0,79,100,100,1,154566,0,0,-4,4,163.9,194,28,0,4,0.0,0.5,1,Dominic,1.0,25,0,66.6,190,33,69,False,109.6,345,41,1217,,2019-11-24T12:00:21.142150Z,51,0,0,0,154566.jpg,1.7,0,0,Solanke,0.3,False,None,a,3,91,392.0,76,32,42,33394,260,52904,287,0.2,8.2,Solanke,1
0,0,3,100,100,0,217331,0,0,-2,2,0.3,459,70,0,4,-1.0,-0.5,0,Sam,0.0,1,0,0.3,484,69,71,False,0.2,482,69,15,,2019-08-07T20:00:14.104634Z,43,0,0,0,217331.jpg,1.0,0,0,Surridge,0.6,False,None,a,3,91,2.0,427,68,1,64083,527,90064,587,0.0,0.2,Surridge,0
0,0,0,0,0,0,40349,0,0,-3,3,0.0,524,37,0,1,0.0,0.0,0,Asmir,0.0,0,0,0.0,541,57,72,False,0.0,537,57,0,Joined AC Milan on loan until the end of the season on 13/1. - Expected back 01 Aug,2020-01-13T20:30:12.943407Z,42,0,0,0,40349.jpg,0.0,0,0,Begovic,0.7,False,None,n,3,91,0.0,493,29,0,12503,15,157342,223,0.0,0.0,Begovic,0
0,0,0,None,None,0,18726,0,0,-3,3,0.0,520,33,0,1,-1.0,-0.5,0,Artur,0.0,0,0,0.0,538,54,73,False,0.0,534,54,0,,None,42,0,0,0,18726.jpg,0.0,0,0,Boruc,0.2,False,None,a,3,91,0.0,489,25,0,8970,130,21926,201,0.0,0.0,Boruc,0
0,0,9,None,None,0,229600,0,0,-3,3,0.0,538,45,0,1,-1.0,-0.5,0,Mark,0.0,3,0,1.5,461,34,74,False,15.2,439,34,90,,None,42,0,0,0,229600.jpg,1.0,0,2,Travers,0.2,False,None,a,3,91,0.0,510,38,1,5673,35,14606,127,0.0,0.2,Travers,0
5,2,305,100,100,4,90105,0,0,-7,7,627.1,19,16,0,3,-1.0,-0.5,0,Ryan,0.0,34,1,141.9,54,31,75,False,355.6,168,66,2061,,2019-11-29T10:30:15.625182Z,68,0,0,0,90105.jpg,2.6,0,0,Fraser,2.6,False,None,a,3,91,440.0,64,34,73,155691,365,1138842,2388,0.0,10.7,Fraser,2
0,0,6,100,100,0,111317,0,0,-3,3,41.5,326,168,0,3,1.0,1.5,2,David,2.0,2,0,5.5,428,185,76,False,11.8,447,188,60,,2019-07-31T21:00:14.727782Z,62,0,0,0,111317.jpg,2.0,0,0,Brooks,0.1,False,None,a,3,91,2.0,434,204,2,4919,428,20372,345,0.3,0.3,Brooks,0
0,0,34,100,100,0,56872,0,0,-1,1,66.3,287,155,0,3,0.0,0.5,1,Junior,1.0,7,0,16.5,379,162,77,False,30.0,418,172,250,,2020-01-12T20:00:12.983134Z,59,0,0,0,56872.jpg,1.3,0,0,Stanislas,0.0,False,None,a,3,91,68.0,299,148,9,1889,32,1604,69,0.2,1.5,Stanislas,0
0,0,10,100,100,0,103912,0,0,-4,4,5.4,419,194,0,3,-1.0,-0.5,0,Jordon,0.0,1,0,1.2,465,200,78,False,6.8,457,193,48,,2020-01-21T01:00:16.756052Z,46,0,0,0,103912.jpg,1.0,0,0,Ibe,0.2,False,None,a,3,91,0.0,585,243,2,8558,99,24445,118,0.0,0.4,Ibe,0
1,0,162,100,100,2,155408,0,0,0,0,143.9,217,128,0,3,0.0,0.5,1,Lewis,1.0,21,0,35.9,321,140,79,False,166.8,300,127,1090,,2020-02-29T17:30:25.441741Z,50,0,0,0,155408.jpg,1.6,0,0,Cook,0.0,False,None,a,3,91,49.0,324,158,33,6963,69,5930,86,0.2,6.6,Lewis Cook,4
0,0,28,100,100,0,15237,0,0,-3,3,25.5,372,181,0,3,-1.0,-0.5,0,Andrew,0.0,6,0,5.6,426,183,80,False,23.6,424,175,234,,2019-12-20T11:00:16.393267Z,47,0,0,0,15237.jpg,1.2,0,0,Surman,0.0,False,None,a,3,91,8.0,404,187,6,1678,21,4455,33,0.0,1.3,Surman,1
1,1,127,100,100,1,40387,0,0,-1,1,71.8,277,152,0,3,-1.0,-0.5,0,Dan,0.0,16,2,47.8,264,126,81,False,226.2,255,101,878,,2019-07-30T10:30:13.907385Z,49,0,0,0,40387.jpg,2.4,0,0,Gosling,0.1,False,None,a,3,91,182.0,182,99,39,14131,27,11969,161,0.0,8.0,Gosling,1
2,2,291,100,100,3,152551,0,0,-2,2,145.5,216,127,0,3,1.0,1.5,2,Jefferson,2.0,35,1,59.4,218,110,82,False,343.8,174,70,2032,,2020-02-22T17:30:19.416565Z,48,0,0,0,152551.jpg,2.0,1,0,Lerma,0.1,False,None,a,3,91,108.0,250,128,50,14711,80,22369,234,0.4,10.4,Lerma,9
2,4,196,100,100,1,154131,0,0,-2,2,127.3,228,59,0,2,0.0,0.5,1,Jack,1.0,21,0,47.1,271,91,446,False,263.0,231,93,1156,,2019-12-28T15:00:27.078393Z,43,0,0,0,154131.jpg,2.4,0,0,Stacey,0.1,False,None,a,3,91,80.0,280,84,31,8788,101,14175,141,0.2,7.2,Stacey,2
1,5,314,75,75,5,168991,0,0,0,0,203.8,166,104,1,3,-0.8,-0.4,0,Philip,0.0,36,1,100.0,106,61,476,False,503.8,78,25,2162,Ankle injury - 75% chance of playing,2020-06-05T13:30:16.191918Z,50,0,0,0,168991.jpg,2.2,0,0,Billing,0.2,False,None,d,3,91,291.0,112,62,60,27264,16,28815,457,0.0,12.0,Billing,7
1,0,56,100,100,2,220307,0,0,-2,2,65.8,288,156,0,3,0.0,0.5,1,Arnaut,1.0,6,0,24.3,356,156,492,False,55.4,389,161,450,,2019-12-15T13:00:23.507388Z,58,0,0,0,220307.jpg,1.9,0,0,Danjuma Groeneveld,0.0,False,None,a,3,91,122.0,235,122,19,1263,19,5023,25,0.2,3.3,Danjuma,0
1,10,526,100,100,4,225321,0,0,0,0,10.0,409,6,3,1,0.0,0.5,1,Aaron,1.0,46,0,77.1,159,5,494,False,761.2,11,5,2610,,2020-01-12T14:00:23.328650Z,45,0,0,0,225321.jpg,3.3,0,102,Ramsdale,3.6,False,None,a,3,91,0.0,566,54,97,734811,5910,514069,10955,0.2,21.6,Ramsdale,0
1,7,283,100,100,2,153682,0,0,-2,2,231.1,147,91,2,3,0.0,0.5,1,Harry,1.0,30,7,113.5,85,50,505,False,360.2,164,62,1477,,2020-03-01T19:00:16.835481Z,58,0,0,0,153682.jpg,3.5,0,0,Wilson,1.7,False,None,a,3,91,545.0,55,30,85,648483,891,631973,3717,0.2,14.7,Harry Wilson,1
0,0,0,None,None,0,461017,0,0,0,0,0.0,594,246,0,3,-1.0,-0.5,0,Christian,0.0,0,0,0.0,608,247,564,False,0.0,605,244,0,,None,45,0,0,0,461017.jpg,0.0,0,0,Saydee,0.0,False,None,a,3,91,0.0,581,242,0,959,47,681,40,0.0,0.0,Saydee,0
0,0,0,None,None,0,444183,0,0,0,0,0.0,591,243,0,3,-1.0,-0.5,0,Gavin,0.0,0,0,0.0,605,244,565,False,0.0,602,241,0,,None,45,0,0,0,444183.jpg,0.0,0,0,Kilkenny,0.0,False,None,a,3,91,0.0,578,239,0,612,13,454,18,0.0,0.0,Kilkenny,0
0,0,0,0,0,0,207300,0,0,-1,1,0.0,564,225,0,3,0.0,0.0,0,Mihai-Alexandru,0.0,0,0,0.0,577,226,574,False,0.0,573,222,0,Joined Wigan Athletic on loan until the end of the season on 31/1. - Expected back 01 Aug,2020-02-01T00:00:22.909965Z,44,0,0,0,207300.jpg,0.0,0,0,Dobre,0.0,False,None,n,3,91,0.0,546,221,0,428,8,352,2,0.0,0.0,Dobre,0
0,1,187,100,100,2,61933,0,0,-2,2,29.4,358,128,0,2,-0.5,-1.0,0,Shane,0.0,15,1,37.9,311,110,37,False,254.0,235,95,1071,,2020-01-30T15:00:21.405457Z,48,0,0,0,61933.jpg,2.4,0,0,Duffy,0.9,False,None,a,4,36,96.0,260,73,36,52388,226,178765,395,0.0,7.5,Duffy,1
1,3,297,100,100,6,86153,0,0,-2,2,336.1,83,16,1,2,0.5,0.0,1,Martín,1.0,25,0,83.8,145,38,38,False,326.0,185,69,1722,,2019-09-14T16:30:10.724610Z,43,0,0,0,86153.jpg,2.5,0,0,Montoya,0.5,False,None,a,4,36,173.0,188,39,61,100239,381,113881,536,0.2,14.2,Montoya,5
0,3,102,100,100,1,209362,0,0,-2,2,58.6,300,98,0,2,-0.5,-1.0,0,Bernardo,0.0,12,0,26.4,348,125,39,False,122.6,332,129,541,,2019-09-14T16:30:10.738160Z,43,0,0,0,209362.jpg,1.8,0,0,Fernandes da Silva Junior,0.1,False,None,a,4,36,82.0,276,80,18,7869,31,13384,77,0.0,4.2,Bernardo,1
0,0,0,0,0,0,52484,0,0,-2,2,0.0,542,205,0,2,0.0,0.0,0,Leon,0.0,0,0,0.0,558,205,40,False,0.0,554,205,0,Joined Wigan Athletic on loan until the end of the season on 31/1. - Expected back 01 Aug,2020-02-01T00:00:21.930237Z,43,0,0,0,52484.jpg,0.0,0,0,Balogun,0.0,False,None,n,4,36,0.0,517,198,0,1315,2,5211,22,0.0,0.0,Balogun,0
0,0,15,0,0,0,42748,0,0,-3,3,27.9,362,130,0,2,0.0,0.0,0,Gaëtan,0.0,3,0,5.0,431,154,41,False,16.0,438,164,57,Joined Nottingham Forest on a permanent deal on 30/1,2020-01-31T01:30:13.684095Z,42,0,0,0,42748.jpg,0.8,0,0,Bong,0.1,False,None,u,4,36,6.0,410,150,3,2391,8,8527,34,0.0,0.7,Bong,0
3,13,538,100,100,6,83299,0,0,2,-2,148.7,212,55,3,2,9.5,9.0,10,Lewis,10.0,37,3,121.5,70,9,42,False,660.6,28,7,2520,,2019-12-26T12:30:21.551588Z,47,0,0,0,83299.jpg,3.6,0,0,Dunk,11.0,False,None,a,4,36,405.0,72,4,100,1474495,20067,1259981,6621,2.1,21.3,Dunk,9
0,0,0,0,0,0,178173,0,0,-2,2,0.0,548,206,0,2,0.0,0.0,0,Matthew,0.0,0,0,0.0,562,206,43,False,0.0,558,206,0,Joined Derby County on loan until the end of the season on 2/8. - Expected back 01 Aug,2019-08-02T11:00:13.040927Z,43,0,0,0,178173.jpg,0.0,0,0,Clarke,0.0,False,None,n,4,36,0.0,524,199,0,440,2,1331,3,0.0,0.0,Clarke,0
0,0,54,100,100,2,20529,0,0,-6,6,46.2,317,47,0,4,-0.5,-1.0,0,Glenn,0.0,10,1,30.6,329,47,44,False,58.0,386,50,701,,2020-01-05T01:00:11.784092Z,54,0,0,0,20529.jpg,1.5,0,0,Murray,0.7,False,None,a,4,36,205.0,160,43,29,55174,382,227749,586,0.0,5.4,Murray,0
0,0,5,0,0,1,106757,0,0,-3,3,1.3,441,68,0,4,0.0,0.0,0,Jürgen,0.0,1,0,3.3,446,65,45,False,3.2,470,66,85,Joined FC Cincinnatti on loan until the end of the season on 12/2. - Expected back 01 Aug,2020-02-13T00:30:19.910430Z,52,0,0,0,106757.jpg,1.5,0,0,Locadia,0.1,False,None,n,4,36,30.0,355,59,3,6786,8,23843,18,0.0,0.6,Locadia,0
0,1,20,0,0,0,93284,0,0,-3,3,11.3,401,62,0,4,0.0,0.0,0,Florin,0.0,2,1,7.6,412,58,46,False,45.0,400,53,71,Joined Galatasaray on loan until the end of the season on 2/9. - Expected back 01 Aug,2019-08-24T16:30:09.164349Z,47,0,0,0,93284.jpg,1.7,1,0,Andone,0.3,False,None,n,4,36,21.0,369,62,5,159899,17,197069,78,0.0,1.1,Andone,0
0,12,595,None,None,6,131897,0,0,2,-2,0.0,602,62,0,1,2.5,2.0,3,Mathew,3.0,41,0,83.0,148,3,47,False,830.0,6,3,2700,,None,47,0,0,0,131897.jpg,3.5,0,97,Ryan,12.0,False,None,a,4,36,0.0,594,59,105,1172782,9284,1191955,10850,0.6,22.3,Ryan,0
0,0,0,None,None,0,50093,0,0,-1,1,0.0,472,14,2,1,-0.5,-1.0,0,David,0.0,0,0,0.0,493,38,48,False,0.0,489,38,0,,None,39,0,0,0,50093.jpg,0.0,0,0,Button,19.4,False,None,a,4,36,0.0,439,6,0,752570,28204,1018896,20431,0.0,0.0,Button,0
5,7,308,None,None,3,60307,0,0,-3,3,819.7,9,7,0,3,1.5,1.0,2,Pascal,2.0,26,2,147.9,48,26,49,False,357.6,167,65,1555,,None,62,1,0,0,60307.jpg,3.0,0,0,Groß,0.5,False,None,a,4,36,305.0,103,57,71,113358,173,139277,380,0.3,11.5,Groß,2
1,2,86,100,100,1,165210,0,0,-2,2,60.5,298,158,0,3,-0.5,-1.0,0,Alireza,0.0,3,2,25.7,351,152,50,False,90.2,362,153,284,,2019-09-19T14:00:12.919069Z,58,0,0,0,165210.jpg,3.2,0,0,Jahanbakhsh,0.1,False,None,a,4,36,106.0,252,129,26,12667,35,15227,108,0.0,4.5,Jahanbakhsh,0
0,0,0,0,0,0,167473,0,0,-1,1,0.0,632,262,0,3,0.0,0.0,0,José Heriberto,0.0,0,0,0.0,632,262,51,False,0.0,630,260,0,Knee injury - Unknown return date,2019-06-25T11:30:06.929510Z,54,0,0,0,167473.jpg,0.0,0,0,Izquierdo Mena,0.0,False,None,i,4,36,0.0,630,262,0,258,11,321,24,0.0,0.0,Izquierdo,0
0,0,0,0,0,0,83543,0,0,-2,2,0.0,629,261,0,3,0.0,0.0,0,Anthony,0.0,0,0,0.0,631,261,52,False,0.0,629,259,0,Joined Fulham on loan until the end of the season on 21/7. - Expected back 01 Aug,2019-07-21T20:00:14.555249Z,53,0,0,0,83543.jpg,0.0,0,0,Knockaert,0.0,False,None,n,4,36,0.0,627,261,0,328,8,978,7,0.0,0.0,Knockaert,0
0,0,111,100,100,2,227127,0,0,0,0,89.0,260,146,0,3,1.5,1.0,2,Yves,2.0,8,0,29.3,334,147,53,False,125.8,330,140,753,,2019-06-25T11:30:06.944296Z,50,0,0,0,227127.jpg,1.5,0,0,Bissouma,0.0,False,None,a,4,36,79.0,282,143,21,1613,79,1540,46,0.4,4.2,Bissouma,2
2,2,396,100,100,5,66242,0,0,-2,2,392.3,67,50,0,3,1.5,1.0,2,Davy,2.0,37,1,110.6,89,53,54,False,470.8,93,34,2430,,2019-09-29T10:30:09.519275Z,48,1,0,0,66242.jpg,2.4,0,0,Pröpper,0.3,False,None,a,4,36,245.0,135,77,66,92626,152,96587,302,0.4,13.8,Pröpper,4
1,3,103,100,100,4,109345,0,0,-4,4,217.1,160,99,0,3,0.5,0.0,1,Solomon,1.0,13,0,65.0,196,101,55,False,164.6,303,128,925,,2019-11-28T14:00:24.105131Z,46,0,0,0,109345.jpg,2.2,0,0,March,0.2,False,None,a,4,36,268.0,122,67,31,37099,223,59773,218,0.2,6.7,March,2
0,0,0,100,100,0,38490,0,0,-2,2,0.0,541,217,3,3,-0.5,-1.0,0,Beram,0.0,0,0,0.0,556,218,56,False,0.0,552,214,0,,2019-08-08T22:00:09.076501Z,43,0,0,0,38490.jpg,0.0,0,0,Kayal,0.1,False,None,a,4,36,0.0,514,208,0,35410,77,33317,224,0.0,0.0,Kayal,0
1,1,327,100,100,4,40845,0,0,-1,1,226.7,150,93,0,3,0.5,0.0,1,Dale,1.0,33,0,67.2,187,97,57,False,359.0,166,64,1943,,2020-02-08T17:30:21.605491Z,44,0,0,0,40845.jpg,2.0,0,0,Stephens,1.6,False,None,a,4,36,86.0,270,138,49,190743,329,287047,954,0.2,11.1,Stephens,6
5,6,284,100,100,2,116216,0,0,-2,2,501.4,37,30,2,3,1.5,1.0,2,Leandro,2.0,25,3,119.0,75,42,421,False,316.2,192,75,1524,,2019-11-16T11:00:16.932007Z,58,0,0,0,116216.jpg,3.2,0,0,Trossard,0.3,False,None,a,4,36,375.0,78,41,77,122894,204,152348,618,0.3,13.3,Trossard,0
0,0,370,100,100,6,78916,0,0,0,0,276.9,115,28,0,2,0.5,0.0,1,Dan,1.0,33,0,85.7,138,34,475,False,476.8,90,31,2237,,2020-01-01T14:30:13.406599Z,45,0,0,0,78916.jpg,2.2,0,0,Burn,0.2,False,None,a,4,36,104.0,253,71,58,36735,254,36246,178,0.2,12.9,Burn,5
1,7,412,100,100,3,110735,0,0,0,0,148.4,213,56,1,2,1.5,1.0,2,Adam,2.0,34,3,91.6,125,30,493,False,561.0,53,19,2105,,2019-11-02T18:00:16.279714Z,45,1,0,0,110735.jpg,3.0,0,0,Webster,0.5,False,None,a,4,36,204.0,161,29,71,112588,915,89664,998,0.4,15.8,Webster,3
2,18,309,None,None,6,115382,0,0,-3,3,266.3,119,18,1,4,8.5,8.0,9,Neal,9.0,29,9,202.3,21,9,502,False,443.6,110,16,2199,,None,57,0,0,0,115382.jpg,3.8,0,0,Maupay,1.7,False,None,a,4,36,1316.0,5,3,110,552875,15159,475575,3616,1.6,19.3,Maupay,3
1,9,271,100,100,4,74471,0,0,-2,2,515.3,36,29,1,3,-0.5,-1.0,0,Aaron,0.0,26,2,115.0,82,47,516,False,361.8,163,61,1696,,2020-01-09T14:00:18.516961Z,48,0,0,0,74471.jpg,2.8,1,0,Mooy,0.5,False,None,a,4,36,274.0,119,65,64,110401,388,97551,1549,0.0,13.3,Mooy,1
3,3,106,100,100,3,233425,0,0,-3,3,76.2,273,43,7,4,3.5,3.0,4,Aaron,4.0,13,2,52.3,245,36,534,False,108.2,348,42,846,,2020-03-20T16:00:27.160405Z,42,0,0,0,233425.jpg,2.5,0,0,Connolly,1.9,False,None,a,4,36,347.0,86,34,45,498515,18193,384251,7673,1.0,10.7,Connolly,0
0,0,0,0,0,0,213056,0,0,0,0,0.0,498,189,0,2,0.0,0.0,0,Tudor,0.0,0,0,0.0,517,187,536,False,0.0,513,187,0,Joined ADO Den Haag on loan until the end of the season on 17/1. - Expected back 01 Aug,2020-01-17T11:00:15.294241Z,40,0,0,0,213056.jpg,0.0,0,0,Baluta,0.2,False,None,n,4,36,0.0,467,179,0,25831,35,21929,167,0.0,0.0,Baluta,0
0,0,183,100,100,3,235382,0,0,0,0,214.1,162,101,0,3,-0.5,-1.0,0,Steven,0.0,18,0,62.3,206,104,537,False,202.0,272,111,1181,,2020-03-17T21:30:20.550318Z,45,0,0,0,235382.jpg,1.7,0,0,Alzate,0.1,False,None,a,4,36,205.0,159,89,33,20801,164,14757,237,0.0,7.3,Alzate,1
0,0,40,None,None,0,74375,0,0,0,0,12.7,395,146,0,2,1.5,1.0,2,Ezequiel,2.0,7,0,11.4,394,144,546,False,38.4,408,152,357,,None,40,0,0,0,74375.jpg,1.2,0,0,Schelotto,0.7,False,None,a,4,36,65.0,302,99,9,91989,4749,52237,1982,0.5,2.2,Schelotto,2
0,0,8,None,None,0,232792,0,0,0,0,0.0,504,193,0,2,-0.5,-1.0,0,Tariq,0.0,0,0,0.0,523,191,586,False,0.0,519,191,31,,None,40,0,0,0,232792.jpg,1.0,0,0,Lamptey,0.1,False,None,a,4,36,0.0,473,183,1,15776,391,8616,388,0.0,0.2,Lamptey,0
0,0,8,None,None,0,243016,0,0,0,0,1.3,442,202,0,3,0.5,0.0,1,Alexis,1.0,0,0,1.2,466,201,627,False,2.8,474,204,11,,None,55,0,0,0,243016.jpg,1.0,0,0,Mac Allister,0.0,False,None,a,4,36,8.0,407,190,2,1167,70,427,43,0.2,0.4,Mac Allister,0
2,1,483,None,None,11,51927,0,0,0,0,95.3,252,70,0,2,0.0,-1.0,0,Ben,0.0,45,0,102.0,103,19,83,False,579.6,49,16,2700,,None,50,0,0,0,51927.jpg,2.9,0,0,Mee,1.1,False,None,a,5,90,343.0,89,9,87,118857,2075,108067,1825,0.0,17.4,Mee,7
2,10,525,100,100,11,17761,0,0,2,-2,111.1,238,64,2,2,0.0,-1.0,0,James,0.0,45,1,109.6,90,14,84,False,688.6,21,5,2700,,2019-08-03T18:30:13.047591Z,52,0,0,0,17761.jpg,3.4,0,0,Tarkowski,3.4,False,None,a,5,90,296.0,110,15,101,536346,5865,425916,5326,0.0,19.4,Tarkowski,8
1,0,244,100,100,5,68983,0,0,-3,3,179.4,186,43,0,2,0.0,-1.0,0,Matthew,0.0,31,0,47.1,270,90,85,False,275.2,217,84,1440,,2020-02-13T14:30:21.029511Z,42,0,0,0,68983.jpg,2.6,0,0,Lowton,0.3,False,None,a,5,90,15.0,386,143,41,112266,972,115718,397,0.0,9.8,Lowton,2
1,2,230,100,100,6,17997,0,0,-2,2,93.1,256,72,1,2,0.0,-1.0,0,Phil,0.0,14,0,40.1,303,107,86,False,230.4,250,102,1260,,2020-01-24T15:30:17.654643Z,43,0,0,0,17997.jpg,3.4,0,0,Bardsley,0.2,False,None,a,5,90,77.0,285,87,48,29079,430,26741,567,0.0,11.2,Bardsley,4
0,2,267,100,100,7,103914,0,0,-2,2,197.5,173,39,0,2,0.0,-1.0,0,Charlie,0.0,16,0,47.2,269,89,87,False,253.8,236,96,1465,,2020-02-13T14:30:21.040866Z,43,0,0,0,103914.jpg,3.1,0,0,Taylor,2.0,False,None,a,5,90,19.0,373,136,55,262917,12760,213603,7195,0.0,12.8,Taylor,3
