assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,2,100,100,0,41674,0,0,-2,2,0.1,464,170,0,2,0.0,-1.0,0,Kevin,0.0,0,0,0.0,557,204,88,False,0.0,553,204,2,,2019-12-05T14:00:19.724270Z,43,0,0,0,41674.jpg,1.0,0,0,Long,0.1,False,None,a,5,90,0.0,515,197,1,4920,116,9779,92,0.0,0.2,Long,0
0,0,0,0,0,0,83312,0,0,-1,1,0.0,473,173,9,2,0.0,0.0,0,Ben,0.0,0,0,0.0,494,171,89,False,0.0,490,171,0,Lack of match fitness - Unknown return date,2020-01-24T15:30:17.666302Z,39,0,0,0,83312.jpg,0.0,0,0,Gibson,2.3,False,None,i,5,90,0.0,440,161,0,160893,817,223773,1771,0.0,0.0,Gibson,0
0,6,161,25,75,8,44699,0,0,-4,4,85.1,264,41,1,4,0.0,-0.8,0,Ashley,0.0,21,6,75.9,164,31,90,False,226.2,256,29,1350,Glute injury - 25% chance of playing,2020-01-05T01:00:11.884714Z,61,0,0,0,44699.jpg,3.2,0,0,Barnes,2.1,False,None,d,5,90,474.0,60,27,61,1128576,47,1181503,766,0.0,10.0,Barnes,4
1,16,302,25,75,10,60689,0,0,-4,4,248.1,133,22,3,4,0.0,-0.8,0,Chris,0.0,28,11,158.0,42,17,91,False,453.8,103,15,2061,Achilles injury - 25% chance of playing,2020-06-07T00:30:14.067961Z,61,1,0,0,60689.jpg,4.2,0,0,Wood,1.0,False,None,d,5,90,891.0,22,16,109,365616,296,411298,5690,0.0,17.9,Wood,1
1,3,88,100,100,2,81183,0,0,-2,2,57.8,301,45,1,4,2.0,1.0,2,Matej,2.0,6,2,32.8,326,46,92,False,116.4,334,38,415,,2019-11-21T14:00:21.258493Z,53,0,0,0,81183.jpg,2.5,0,0,Vydra,0.1,False,None,a,5,90,153.0,208,52,28,25524,300,21974,547,0.4,5.3,Vydra,0
0,17,610,100,100,11,98747,0,0,4,-4,30.3,356,1,1,1,0.0,-1.0,0,Nick,0.0,45,0,71.3,180,8,93,False,681.6,22,8,2700,,2019-07-31T00:00:11.182051Z,49,0,0,1,98747.jpg,4.3,0,91,Pope,18.8,False,None,a,5,90,2.0,432,3,128,1945090,117929,1085893,25868,0.0,26.1,Pope,0
0,0,0,None,None,0,15749,0,0,-3,3,0.0,519,32,0,1,0.0,-1.0,0,Joe,0.0,0,0,0.0,537,53,95,False,0.0,533,53,0,,None,42,0,0,0,15749.jpg,0.0,0,0,Hart,1.1,False,None,a,5,90,0.0,488,24,0,27792,1231,100228,997,0.0,0.0,Hart,0
0,1,66,25,75,3,60586,0,0,-1,1,156.8,204,123,0,3,0.0,-0.8,0,Johann Berg,0.0,4,1,33.1,324,142,96,False,83.2,369,155,398,Calf injury - 25% chance of playing,2020-06-07T00:30:14.089906Z,59,0,0,0,60586.jpg,2.9,0,0,Gudmundsson,0.4,False,None,d,5,90,92.0,267,137,20,79860,8,116649,86,0.0,3.4,Gudmundsson,0
6,6,414,100,100,12,433154,0,0,1,-1,714.4,11,9,1,3,2.0,1.0,2,Dwight,2.0,43,2,153.6,44,23,97,False,512.0,73,23,2619,,2019-09-26T14:30:17.961067Z,61,0,0,0,433154.jpg,3.4,0,0,McNeil,0.9,False,None,a,5,90,310.0,101,55,101,210989,1898,185492,3212,0.3,16.6,McNeil,4
2,0,104,100,100,1,90517,0,0,0,0,87.2,263,148,0,3,0.0,-1.0,0,Robbie,0.0,10,1,27.9,340,150,98,False,105.6,353,148,395,,2020-01-12T11:00:21.132803Z,55,0,0,0,90517.jpg,2.1,0,0,Brady,0.0,False,None,a,5,90,86.0,271,139,29,4135,22,4704,46,0.0,5.3,Brady,1
0,0,0,0,0,0,39847,0,0,0,0,0.0,633,263,0,3,0.0,0.0,0,Steven,0.0,0,0,0.0,633,263,99,False,0.0,631,261,0,Contract terminated by mutual consent on 31/8,2019-06-25T11:30:07.038056Z,55,0,0,0,39847.jpg,0.0,0,0,Defour,0.0,False,None,u,5,90,0.0,631,263,0,346,3,468,6,0.0,0.0,Defour,0
2,4,197,100,100,10,83314,0,0,-1,1,213.7,163,102,0,3,0.0,-1.0,0,Jeff,0.0,30,2,76.5,162,85,100,False,269.8,223,89,1930,,2019-12-21T17:00:13.956122Z,54,0,0,0,83314.jpg,2.8,0,0,Hendrick,0.1,False,None,a,5,90,282.0,116,64,67,15634,65,16888,160,0.0,12.4,Hendrick,8
6,9,428,100,100,11,60551,0,0,0,0,591.7,24,20,1,3,2.0,1.0,2,Ashley,2.0,34,2,117.2,79,45,101,False,459.2,98,36,2430,,2019-12-19T15:00:19.383162Z,55,0,0,0,60551.jpg,3.4,0,0,Westwood,0.7,False,None,a,5,90,121.0,239,124,93,104490,1134,114435,1854,0.4,16.9,Westwood,9
0,0,288,100,100,10,40145,0,0,-1,1,194.0,179,111,0,3,2.0,1.0,2,Jack,2.0,41,0,81.0,154,79,102,False,304.2,197,78,2455,,2019-09-29T10:30:09.629136Z,49,0,0,0,40145.jpg,2.3,0,0,Cork,0.2,False,None,a,5,90,311.0,98,52,64,14651,114,24155,121,0.4,13.1,Cork,1
0,0,51,100,100,0,17349,0,0,-4,4,37.8,336,172,0,3,0.0,-1.0,0,Aaron,0.0,15,0,9.6,400,171,430,False,45.0,399,166,485,,2019-12-23T18:00:10.964344Z,46,0,0,0,17349.jpg,0.9,0,0,Lennon,0.1,False,None,a,5,90,12.0,390,180,15,6198,63,11527,87,0.0,3.3,Lennon,4
3,7,229,100,100,3,39487,0,0,-3,3,153.0,208,53,1,2,1.0,0.0,1,Erik,1.0,30,0,41.8,293,101,447,False,242.8,243,100,1263,,2019-12-02T16:00:24.543370Z,42,0,0,0,39487.jpg,2.7,0,0,Pieters,3.8,False,None,a,5,90,25.0,359,130,43,1014846,1046,929615,1650,0.2,10.2,Pieters,1
1,3,181,100,100,4,44683,0,0,-3,3,81.3,267,42,0,4,1.0,0.0,1,Jay,1.0,30,5,87.4,136,29,451,False,277.8,215,26,1435,,2020-03-12T14:30:25.379926Z,57,0,0,0,44683.jpg,2.3,0,0,Rodriguez,0.3,False,None,a,5,90,525.0,56,25,66,42402,1376,53665,890,0.2,11.6,Rodriguez,1
0,0,0,None,None,0,220037,0,0,-2,2,0.0,553,52,0,1,0.0,-1.0,0,Bailey,0.0,0,0,0.0,567,67,495,False,0.0,563,67,0,,None,43,0,0,0,220037.jpg,0.0,0,0,Peacock-Farrell,0.1,False,None,a,5,90,0.0,531,46,0,1928,120,3932,74,0.0,0.0,Peacock-Farrell,0
0,0,0,None,None,0,195064,0,0,0,0,0.0,576,230,0,3,0.0,-1.0,0,Mace,0.0,0,0,0.0,590,232,571,False,0.0,586,228,0,,None,45,0,0,0,195064.jpg,0.0,0,0,Goodridge,0.0,False,None,a,5,90,0.0,561,227,0,678,16,490,20,0.0,0.0,Goodridge,0
0,0,0,0,0,0,195471,0,0,-1,1,0.0,477,175,2,2,0.0,0.0,0,Anthony,0.0,0,0,0.0,498,173,572,False,0.0,494,173,0,Joined Grimsby Town on loan until the end of the season on 7/1. - Expected back 01 Aug,2020-01-08T02:00:17.684892Z,39,0,0,0,195471.jpg,0.0,0,0,Driscoll-Glennon,0.0,False,None,n,5,90,0.0,445,164,0,3900,176,2677,145,0.0,0.0,Driscoll-Glennon,0
0,0,0,None,None,0,432793,0,0,0,0,0.0,508,196,0,2,0.0,-1.0,0,Abd-Al-Ali Morakinyo Olaposi,0.0,0,0,0.0,527,194,596,False,0.0,523,194,0,,None,40,0,0,0,432793.jpg,0.0,0,0,Koiki,0.0,False,None,a,5,90,0.0,477,186,0,2792,162,1323,166,0.0,0.0,Koiki,0
0,0,7,None,None,0,172782,0,0,-2,2,1.3,440,201,0,3,1.0,0.0,1,Josh,1.0,5,0,0.6,479,209,620,False,2.8,473,203,91,,None,48,0,0,0,172782.jpg,1.0,0,0,Brownhill,0.0,False,None,a,5,90,2.0,431,203,2,599,18,356,15,0.2,0.4,Brownhill,1
0,0,0,None,None,0,218023,0,0,0,0,0.0,501,191,0,2,1.1,0.1,0,Jimmy,0.0,0,0,0.0,520,189,638,False,0.0,516,189,0,,None,40,0,0,0,218023.jpg,0.0,0,0,Dunne,0.0,False,None,a,5,90,0.0,470,181,0,23,23,1,1,0.0,0.0,Dunne,0
0,0,0,None,None,0,461102,0,0,0,0,0.0,513,199,0,2,1.1,0.1,0,Bobby,0.0,0,0,0.0,532,197,639,False,0.0,528,197,0,,None,40,0,0,0,461102.jpg,0.0,0,0,Thomas,0.0,False,None,a,5,90,0.0,482,189,0,23,23,1,1,0.0,0.0,Thomas,0
0,0,3,None,None,0,461450,0,0,0,0,0.0,595,82,0,4,1.2,0.2,1,Max,1.0,0,0,0.0,609,82,640,False,0.0,606,82,2,,None,45,0,0,0,461450.jpg,1.0,0,0,Thompson,0.0,False,None,a,5,90,0.0,582,81,1,38,38,5,5,0.2,0.2,Thompson,0
0,0,0,None,None,0,449974,0,0,0,0,0.0,511,28,0,1,1.2,0.2,0,Lukas,0.0,0,0,0.0,530,50,641,False,0.0,526,50,0,,None,40,0,0,0,449974.jpg,0.0,0,0,Jensen,0.0,False,None,a,5,90,0.0,480,20,0,48,48,6,6,0.0,0.0,Jensen,0
3,8,279,100,100,5,82263,0,0,-3,3,250.7,132,30,3,2,1.5,3.0,2,Marcos,2.0,8,4,84.1,144,37,103,False,317.8,191,73,948,,2019-12-28T01:00:24.217758Z,62,0,0,0,82263.jpg,6.6,0,0,Alonso,3.6,False,None,a,6,8,274.0,120,18,79,470198,4791,568896,13100,0.3,12.7,Alonso,3
0,3,243,100,100,3,102380,0,0,0,0,48.8,313,104,1,2,1.5,3.0,2,Antonio,2.0,14,2,51.9,247,77,104,False,288.8,205,79,1215,,2019-09-14T17:00:16.188229Z,60,1,0,0,102380.jpg,3.2,0,0,Rüdiger,0.7,False,None,a,6,8,181.0,183,38,45,64727,1026,46222,1817,0.3,7.5,Rüdiger,3
5,10,530,100,100,5,41328,0,0,-1,1,529.8,34,4,2,2,10.5,12.0,11,César,11.0,39,2,162.0,39,4,105,False,714.0,17,4,2509,,2019-12-22T19:30:15.441735Z,59,0,0,0,41328.jpg,3.5,0,0,Azpilicueta,6.0,False,None,a,6,8,374.0,79,6,99,416272,13786,569758,5726,1.9,16.8,Azpilicueta,0
0,0,179,100,100,1,109533,0,0,-1,1,298.4,101,23,0,2,-0.5,1.0,0,Emerson,0.0,21,0,73.1,174,46,107,False,207.6,267,106,1020,,2019-09-08T20:30:10.510601Z,54,0,0,0,109533.jpg,1.3,0,0,Palmieri dos Santos,0.7,False,None,a,6,8,225.0,149,24,18,180243,200,232636,404,0.0,3.3,Emerson,3
0,0,236,100,100,2,135363,0,0,-2,2,52.0,306,100,0,2,1.5,3.0,2,Andreas,2.0,25,0,37.7,313,112,108,False,261.2,234,94,1346,,2020-03-02T14:00:17.092729Z,48,0,0,0,135363.jpg,1.5,0,0,Christensen,0.6,False,None,a,6,8,63.0,305,100,24,66924,652,106478,344,0.4,5.0,Christensen,5
0,0,0,0,0,0,105700,0,0,-3,3,0.0,531,202,0,2,0.0,0.0,0,Davide,0.0,0,0,0.0,548,201,109,False,0.0,544,201,0,Joined Roma on loan until the end of the season on 21/8. - Expected back 01 Aug,2019-08-21T19:30:16.936375Z,42,0,0,0,105700.jpg,0.0,0,0,Zappacosta,0.2,False,None,n,6,8,0.0,503,194,0,3394,12,28090,31,0.0,0.0,Zappacosta,0
1,5,119,100,100,3,44346,0,0,-4,4,99.9,245,38,0,4,7.5,9.0,8,Olivier,8.0,8,3,45.3,276,39,110,False,130.6,326,37,517,,2020-01-26T17:00:13.952099Z,66,0,0,0,44346.jpg,3.6,0,0,Giroud,1.7,False,None,a,6,8,227.0,147,40,36,173164,7393,236671,4915,1.2,5.5,Giroud,0
0,0,400,None,None,6,109745,0,0,-1,1,0.0,631,72,0,1,2.5,4.0,3,Kepa,3.0,33,0,40.3,301,19,111,False,403.4,138,19,2340,,None,54,0,0,0,109745.jpg,2.8,0,45,Arrizabalaga,4.3,False,None,a,6,8,0.0,629,70,72,359024,1963,471718,3049,0.6,13.3,Kepa,0
0,0,49,None,None,0,20310,0,0,-2,2,0.0,604,63,0,1,-0.5,1.0,0,Willy,0.0,7,0,8.0,408,29,112,False,80.0,371,29,360,,None,48,0,0,0,20310.jpg,1.8,0,9,Caballero,0.2,False,None,a,6,8,0.0,597,60,7,11733,131,17825,456,0.0,1.5,Caballero,0
6,16,499,100,100,8,47431,0,0,0,0,866.9,8,6,4,3,1.5,3.0,2,Willian,2.0,22,5,212.6,14,9,113,False,577.4,50,14,2012,,2020-03-03T22:30:25.783399Z,70,0,0,0,47431.jpg,4.0,0,0,Borges Da Silva,3.9,False,None,a,6,8,681.0,35,15,115,1037788,6022,884353,15098,0.3,16.4,Willian,3
2,1,122,100,100,2,49579,0,0,-2,2,227.0,149,92,1,3,-0.5,1.0,0,Pedro,0.0,12,1,71.9,176,92,114,False,159.4,306,129,653,,2020-02-22T21:30:18.487158Z,68,0,0,0,49579.jpg,3.3,0,0,Rodríguez Ledesma,1.2,False,None,a,6,8,332.0,92,48,30,140241,181,277965,1886,0.0,4.4,Pedro,1
0,0,1,100,100,0,126187,0,0,-2,2,3.3,428,198,0,3,0.5,2.0,1,Ruben,1.0,1,0,0.9,475,206,115,False,0.0,634,262,54,,2019-06-25T11:30:07.068350Z,63,0,0,0,126187.jpg,1.0,0,0,Loftus-Cheek,0.2,False,None,a,6,8,8.0,408,191,1,15523,1082,11164,1688,0.2,0.2,Loftus-Cheek,0
4,3,172,100,100,2,209046,0,0,-8,8,310.5,98,64,0,3,-0.5,1.0,0,Callum,0.0,12,1,83.6,146,76,116,False,204.8,270,110,768,,2020-02-17T22:00:17.141533Z,52,0,0,0,209046.jpg,2.6,0,0,Hudson-Odoi,0.5,False,None,a,6,8,323.0,94,50,45,339127,514,328990,1344,0.0,8.7,Hudson-Odoi,1
4,3,129,100,100,4,88894,0,0,-3,3,260.1,125,78,1,3,0.5,2.0,1,Ross,1.0,7,0,69.7,182,95,117,False,173.0,298,126,705,,2019-10-19T16:00:15.801912Z,57,0,0,0,88894.jpg,2.7,0,0,Barkley,1.5,False,None,a,6,8,266.0,125,70,38,127211,418,488618,4306,0.2,6.7,Barkley,0
3,9,470,100,0,4,85955,0,0,-1,1,390.3,68,51,1,3,-0.5,0.0,0,Jorge Luiz,0.0,32,4,109.1,92,55,118,False,541.0,61,17,2009,,2020-02-29T17:00:18.261637Z,49,0,0,0,85955.jpg,3.1,0,0,Frello Filho,2.9,False,None,a,6,8,156.0,200,108,81,647383,1170,742067,4810,0.0,16.5,Jorginho,10
0,2,249,100,100,2,116594,0,0,0,0,401.6,63,49,0,3,0.5,2.0,1,N'Golo,1.0,21,3,98.9,109,64,119,False,382.8,151,55,1473,,2020-02-17T22:00:17.154468Z,50,0,0,0,116594.jpg,2.6,0,0,Kanté,3.8,False,None,a,6,8,203.0,165,91,50,430980,3784,701226,2862,0.2,10.0,Kanté,4
0,0,0,0,0,0,199598,0,0,-2,2,0.0,550,220,0,3,0.0,0.0,0,Ethan,0.0,0,0,0.0,564,221,121,False,0.0,560,217,0,Joined RB Leipzig on loan until the end of the season on 22/7. - Expected back 01 Aug,2019-07-22T13:30:07.199042Z,43,0,0,0,199598.jpg,0.0,0,0,Ampadu,0.0,False,None,n,6,8,0.0,526,213,0,1748,17,2661,15,0.0,0.0,Ampadu,0
3,6,239,100,100,3,176413,0,0,-6,6,283.4,112,70,1,3,6.5,8.0,7,Christian,7.0,19,6,143.3,51,29,431,False,375.4,158,57,1104,,2020-01-05T22:00:20.602971Z,69,0,0,0,176413.jpg,4.5,0,0,Pulisic,3.8,False,None,a,6,8,774.0,28,12,77,1453666,16885,1828319,4184,1.0,11.2,Pulisic,0
3,6,398,100,100,2,91651,0,0,-2,2,418.4,55,43,0,3,0.5,2.0,1,Mateo,1.0,30,1,103.3,98,58,432,False,433.4,119,42,1732,,2020-03-03T22:30:27.442634Z,53,0,0,0,91651.jpg,2.3,0,0,Kovacic,0.9,False,None,a,6,8,184.0,180,97,59,131449,824,160455,1059,0.2,11.1,Kovacic,7
0,1,307,100,100,4,103192,0,0,-3,3,30.9,355,126,0,2,-0.5,1.0,0,Kurt,0.0,27,0,55.5,233,70,459,False,394.8,144,53,1803,,2019-09-28T16:00:17.677906Z,47,1,0,0,103192.jpg,1.9,0,0,Zouma,1.5,False,None,a,6,8,133.0,224,55,42,158807,738,280275,1529,0.0,8.9,Zouma,5
5,20,397,100,100,7,173879,0,0,5,-5,266.2,120,19,4,4,0.5,2.0,1,Tammy,1.0,27,13,192.0,25,12,460,False,581.4,48,8,1940,,2020-02-28T14:00:22.022949Z,75,1,0,0,173879.jpg,5.1,0,0,Abraham,15.9,False,None,a,6,8,1081.0,10,8,132,5646555,20032,4965002,46332,0.1,17.6,Abraham,2
2,1,59,None,None,0,94245,0,0,-4,4,42.9,325,49,0,4,-0.5,1.0,0,Michy,0.0,8,1,28.3,339,49,461,False,61.8,383,48,224,,None,66,0,0,0,94245.jpg,1.8,0,0,Batshuayi,0.5,False,None,a,6,8,185.0,179,46,28,97281,151,134138,399,0.0,4.2,Batshuayi,0
0,0,0,0,0,0,167767,0,0,-3,3,0.0,626,260,0,3,0.0,0.0,0,Robert Kenedy,0.0,0,0,0.0,630,260,462,False,0.0,628,258,0,Joined Getafe on loan until the end of the season on 2/9. - Expected back 01 Aug,2019-09-02T23:30:15.527764Z,52,0,0,0,167767.jpg,0.0,0,0,Nunes do Nascimento,0.0,False,None,n,6,8,0.0,624,260,0,924,6,4635,10,0.0,0.0,Kenedy,0
5,8,434,100,100,7,184341,0,0,2,-2,684.9,14,11,1,3,1.5,3.0,2,Mason,2.0,34,6,212.4,15,10,463,False,557.8,56,15,2386,,2020-03-08T17:30:18.062200Z,62,0,0,0,184341.jpg,3.8,0,0,Mount,15.3,False,None,a,6,8,880.0,23,7,113,4204526,22351,3374954,39487,0.3,18.2,Mount,3
2,5,257,100,100,3,225796,0,0,1,-1,281.3,113,27,1,2,0.5,2.0,1,Reece,1.0,14,0,65.2,194,52,506,False,244.2,242,99,1066,,2020-01-18T19:30:18.538805Z,51,0,0,0,225796.jpg,2.6,0,0,James,0.8,False,None,a,6,8,125.0,231,59,46,144866,1376,100487,4227,0.2,9.0,James,1
0,7,271,75,100,4,194794,0,0,-3,3,68.6,282,86,2,2,-0.4,1.0,0,Fikayo,0.0,18,1,48.5,260,84,529,False,335.4,177,63,1291,Muscle injury - 75% chance of playing,2020-06-19T16:00:13.947915Z,42,0,0,0,194794.jpg,3.2,0,0,Tomori,1.8,False,None,d,6,8,79.0,281,85,48,844562,1349,760901,5731,0.0,11.4,Tomori,3
0,0,18,100,100,1,243568,0,0,0,0,26.3,369,179,0,3,-0.5,1.0,0,Billy,0.0,1,0,4.2,438,188,533,False,13.0,442,184,99,,2020-01-03T16:00:15.525594Z,45,0,0,0,243568.jpg,1.7,0,0,Gilmour,0.4,False,None,a,6,8,3.0,423,198,5,39406,1309,13834,2850,0.0,1.1,Gilmour,0
0,0,0,0,0,0,209036,0,0,-1,1,0.0,479,177,0,2,0.0,0.0,0,Addji Keaninkin Marc-Israel,0.0,0,0,0.0,500,175,545,False,0.0,496,175,0,Joined Swansea City on loan until the end of the season on 10/1. - Expected back 01 Aug,2020-01-10T11:00:15.069169Z,39,0,0,0,209036.jpg,0.0,0,0,Guehi,0.1,False,None,n,6,8,0.0,447,166,0,7674,161,7342,124,0.0,0.0,Guehi,0
0,0,1,None,None,0,223332,0,0,0,0,1.2,445,204,0,3,-0.5,1.0,0,Faustino,0.0,0,0,1.0,472,204,630,False,0.0,591,232,19,,None,45,0,0,0,223332.jpg,1.0,0,0,Anjorin,0.0,False,None,a,6,8,9.0,400,185,1,337,32,168,43,0.0,0.2,Anjorin,0
0,0,2,None,None,0,440323,0,0,0,0,0.3,461,72,0,4,-0.5,1.0,0,Armando,0.0,0,0,0.0,604,81,631,False,0.0,601,81,4,,None,45,0,0,0,440323.jpg,1.0,0,0,Broja,0.0,False,None,a,6,8,0.0,577,80,1,967,136,476,122,0.0,0.2,Broja,0
1,11,441,100,100,8,74230,0,0,1,-1,404.4,59,10,3,2,11.0,12.5,12,Patrick,12.0,24,3,102.9,101,18,123,False,419.8,129,50,1982,,2019-12-26T17:00:15.621945Z,56,1,0,0,74230.jpg,4.3,0,0,van Aanholt,5.4,False,None,a,7,31,204.0,163,30,99,931969,11239,1059419,6430,2.1,17.7,van Aanholt,0
1,4,260,75,100,3,49413,0,0,0,0,27.7,363,131,1,2,-0.8,0.5,0,James,0.0,23,1,53.3,240,74,124,False,384.0,150,57,1582,Knock - 75% chance of playing,2020-06-19T16:00:13.239396Z,50,0,0,0,49413.jpg,2.7,0,0,Tomkins,0.3,False,None,d,7,31,121.0,237,63,48,88360,24,77773,731,0.0,9.6,Tomkins,5
0,0,69,100,100,0,40784,0,0,0,0,13.2,393,144,0,2,-1.0,0.5,0,Mamadou,0.0,8,0,10.6,396,145,125,False,86.0,366,140,465,,2020-01-02T14:30:15.443594Z,50,0,0,0,40784.jpg,0.9,1,0,Sakho,0.1,False,None,a,7,31,6.0,415,154,7,5707,154,9262,121,0.0,1.4,Sakho,0
1,8,304,100,100,7,55494,0,0,-2,2,88.3,261,75,0,2,5.0,6.5,6,Joel,6.0,18,0,40.3,300,105,126,False,281.8,210,81,1660,,2019-11-23T18:00:20.336284Z,43,0,0,0,55494.jpg,3.2,0,0,Ward,1.4,False,None,a,7,31,32.0,350,126,68,337297,6311,301482,3464,1.4,15.8,Ward,4
1,3,174,100,100,5,19188,0,0,-2,2,31.7,351,122,1,2,5.0,6.5,6,Scott,6.0,3,0,29.3,333,119,127,False,165.2,301,118,724,,2019-12-20T13:30:13.414607Z,43,0,0,0,19188.jpg,4.3,0,0,Dann,0.2,False,None,a,7,31,96.0,259,72,43,21115,835,25600,488,1.4,10.0,Dann,0
1,4,288,75,100,6,58786,0,0,1,-1,96.5,250,69,0,2,-0.8,0.5,0,Martin,0.0,16,0,41.7,294,102,128,False,305.4,196,75,1547,Calf injury - 75% chance of playing,2020-06-19T16:00:13.256108Z,41,0,0,0,58786.jpg,3.4,0,0,Kelly,18.6,False,None,d,7,31,15.0,385,142,64,1998714,5528,2247967,36261,0.0,15.6,Kelly,0
1,1,108,100,100,5,54861,0,0,-3,3,233.5,144,24,0,4,1.0,2.5,2,Christian,2.0,11,1,88.3,134,27,129,False,189.2,286,31,991,,2019-12-26T17:00:15.649503Z,57,0,0,0,54861.jpg,1.7,0,0,Benteke,0.5,False,None,a,7,31,461.0,62,29,35,42099,494,83970,598,0.4,6.1,Benteke,4
1,2,48,0,0,0,59125,0,0,-2,2,34.5,342,54,0,4,0.0,0.0,0,Connor,0.0,2,1,15.8,382,54,130,False,59.8,384,49,90,Joined Sheffield Wednesday on loan until the end of the season on 31/1. - Expected back 01 Aug,2020-01-31T23:00:19.843392Z,43,0,0,0,59125.jpg,2.5,0,0,Wickham,1.9,False,None,n,7,31,64.0,303,56,15,269687,127,491940,641,0.0,3.5,Wickham,0
0,16,542,100,100,10,40836,0,0,0,0,0.0,613,66,3,1,5.0,6.5,6,Vicente,6.0,28,0,67.1,188,9,131,False,671.6,25,9,2520,,2019-10-20T11:30:19.312033Z,50,1,0,0,40836.jpg,4.4,0,90,Guaita,1.9,False,None,a,7,31,0.0,609,63,122,368772,5394,296942,4806,1.2,24.4,Guaita,1
0,0,42,None,None,0,20066,0,0,-3,3,0.0,522,35,0,1,-1.0,0.5,0,Wayne,0.0,4,0,8.7,402,27,132,False,87.4,364,27,180,,None,42,0,0,0,20066.jpg,3.0,0,13,Hennessey,0.6,False,None,a,7,31,0.0,491,27,6,22438,299,56353,574,0.0,1.4,Hennessey,0
6,4,281,100,100,9,82403,0,0,-3,3,460.7,41,32,1,3,5.0,6.5,6,Wilfried,6.0,32,3,179.1,30,16,133,False,473.4,91,32,2635,,2020-01-06T01:00:17.820409Z,67,0,0,0,82403.jpg,3.4,0,0,Zaha,9.0,False,None,a,7,31,854.0,24,8,101,1180531,6991,1808430,9906,0.9,15.1,Zaha,4
1,9,330,100,100,7,66975,0,0,-3,3,439.2,50,38,1,3,9.0,10.5,10,Luka,10.0,26,3,99.8,107,62,134,False,399.6,142,52,2049,,2020-02-22T17:30:19.523436Z,67,0,0,0,66975.jpg,3.0,0,0,Milivojevic,1.9,False,None,a,7,31,159.0,198,106,72,67326,2850,451008,622,1.5,10.7,Milivojevic,9
1,0,142,100,100,3,60252,0,0,-4,4,136.3,222,132,0,3,0.0,1.5,1,Andros,1.0,12,1,38.1,310,137,135,False,174.6,296,124,805,,2019-12-16T20:00:21.552659Z,56,0,0,0,60252.jpg,2.2,0,0,Townsend,0.9,False,None,a,7,31,70.0,297,146,35,51361,187,222706,351,0.2,6.2,Townsend,0
0,0,43,100,100,1,141020,0,0,-3,3,27.4,365,177,0,3,-1.0,0.5,0,Max,0.0,7,0,16.9,378,161,136,False,49.8,392,162,541,,2020-01-11T20:30:19.086626Z,52,0,0,0,141020.jpg,1.4,0,0,Meyer,0.1,False,None,a,7,31,94.0,262,135,18,4590,12,11468,37,0.0,3.5,Meyer,1
1,3,121,75,100,4,86417,0,0,-1,1,95.3,253,143,1,3,-0.8,0.5,0,Jeffrey,0.0,12,2,52.7,242,120,137,False,198.0,276,114,856,Knock - 75% chance of playing,2020-06-19T16:00:13.289702Z,54,0,0,0,86417.jpg,2.9,0,0,Schlupp,0.1,False,None,d,7,31,233.0,139,79,40,20555,14,26589,91,0.0,7.4,Schlupp,2
4,2,359,100,100,11,50471,0,0,-3,3,365.5,73,54,0,3,2.0,3.5,3,James,3.0,25,0,121.5,71,41,138,False,502.2,81,28,2514,,2019-11-03T16:30:17.881657Z,52,0,0,0,50471.jpg,2.7,0,0,McArthur,0.6,False,None,a,7,31,345.0,87,45,78,46397,391,122551,578,0.6,15.0,McArthur,5
2,4,244,100,100,10,55037,0,0,-1,1,157.3,200,121,0,3,2.0,3.5,3,Cheikhou,3.0,23,1,75.0,167,89,139,False,328.0,183,74,2073,,2020-02-22T21:30:18.688171Z,49,0,0,0,55037.jpg,2.7,0,0,Kouyaté,0.2,False,None,a,7,31,267.0,123,68,75,33647,350,32429,431,0.6,15.3,Kouyaté,2
0,0,0,None,None,0,221275,0,0,-2,2,0.0,554,221,0,3,-1.0,0.5,0,Luke,0.0,0,0,0.0,568,222,140,False,0.0,564,218,0,,None,43,0,0,0,221275.jpg,0.0,0,0,Dreher,0.1,False,None,a,7,31,0.0,532,216,0,12729,69,12043,125,0.0,0.0,Dreher,0
0,1,86,0,0,2,66838,0,0,-3,3,63.4,293,44,0,4,0.0,0.0,0,Cenk,0.0,6,2,37.7,314,45,146,False,89.0,363,45,462,Knee injury - Unknown return date,2020-03-04T17:00:25.915570Z,57,0,0,0,66838.jpg,2.4,0,0,Tosun,0.1,False,None,i,7,31,229.0,142,39,24,27597,6,35606,138,0.0,4.2,Tosun,0
