assists,bonus,bps,clean_sheets,creativity,element_code,end_cost,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season_name,start_cost,threat,total_points,yellow_cards
0,5,174,2,0.0,84384,42,13,1,0.0,0.0,849,0,0,0,0,0,2015/16,43,0.0,30,3
0,0,77,0,2.6,84384,43,13,0,16.6,121.2,585,0,0,0,0,0,2019/20,45,42.0,9,0
