assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,2,75,0,0,2,49413,None,,0,0,-1,1,0.8,446,174,None,,0,2,0.0,0.0,0,James,0.0,8,0,7.6,413,153,129,False,65.2,379,146,387,Eye Injury - Unknown return date,2021-01-25T15:30:25.041120Z,44,0,0,None,0,,49413.jpg,3.0,0,0,Tomkins,0.0,False,None,i,6,31,10.0,396,150,15,7497,26,7848,31,0.0,3.4,Tomkins,1
2,3,228,25,50,4,50471,None,,0,0,-3,3,202.2,151,98,None,,0,3,-0.1,0.0,0,James,0.0,26,0,55.2,223,113,130,False,285.2,185,71,1465,Calf injury - 25% chance of playing,2021-02-01T19:30:26.153343Z,52,0,0,None,0,,50471.jpg,2.5,0,0,McArthur,0.1,False,None,d,6,31,65.0,297,149,45,8041,6,19638,52,0.0,8.7,McArthur,3
0,0,86,50,50,2,50472,5,,0,0,-2,2,47.1,320,170,None,,0,3,0.2,0.0,0,James,1.0,9,0,13.7,377,170,131,False,82.0,358,152,538,Groin Injury - 50% chance of playing,2021-03-04T12:30:27.616541Z,43,0,0,None,0,,50472.jpg,1.6,0,0,McCarthy,0.7,False,None,d,6,31,8.0,403,189,18,140483,46,264112,505,0.2,4.2,McCarthy,1
2,7,175,100,100,4,54861,None,,0,0,0,0,162.9,184,28,None,,2,4,3.2,0.0,0,Christian,3.7,19,5,103.8,80,19,132,False,287.8,184,20,1150,,2021-01-02T17:30:14.117437Z,55,0,0,None,0,,54861.jpg,2.9,1,0,Benteke,0.8,False,None,a,6,31,588.0,40,19,64,193562,2301,162199,5080,0.7,11.6,Benteke,0
0,2,344,None,None,7,55037,None,,0,0,-2,2,67.0,277,160,None,,0,3,2.2,0.0,0,Cheikhou,2.7,37,1,63.9,192,100,133,False,449.0,82,27,2313,,None,48,0,0,None,0,,55037.jpg,2.5,0,0,Kouyaté,0.3,False,None,a,6,31,122.0,221,112,67,85247,213,90268,265,0.6,14.0,Kouyaté,0
1,6,257,100,100,6,55494,None,,0,0,-2,2,80.7,261,67,None,,1,2,4.8,0.0,0,Joel,5.3,24,0,35.6,295,98,134,False,258.4,206,82,1445,,2021-02-05T14:00:21.130904Z,43,0,0,None,0,,55494.jpg,3.2,0,0,Ward,0.7,False,None,a,6,31,17.0,377,140,54,99086,2035,183430,781,1.2,12.6,Ward,3
0,0,0,100,100,0,58786,None,,0,0,-4,4,0.0,527,214,None,,0,2,-0.5,0.0,0,Martin,0.0,0,0,0.0,554,213,135,False,0.0,547,213,0,,2020-12-04T19:00:20.235749Z,41,0,0,None,0,,58786.jpg,0.0,0,0,Kelly,0.2,False,None,a,6,31,0.0,500,201,0,12507,95,81019,122,0.0,0.0,Kelly,0
0,0,0,100,100,0,59125,None,,0,0,-1,1,0.0,565,71,None,,0,4,-0.5,0.0,0,Connor,0.0,0,0,0.0,587,72,136,False,0.0,580,67,0,,2020-09-06T03:00:11.034332Z,44,0,0,None,0,,59125.jpg,0.0,0,0,Wickham,0.6,False,None,a,6,31,0.0,546,70,0,91384,705,142383,1123,0.0,0.0,Wickham,0
4,6,285,None,None,6,60252,2,,0,0,-5,5,512.6,31,25,4,,0,3,1.5,0.0,0,Andros,2.0,26,1,114.0,63,38,137,False,408.0,111,39,1799,,None,55,0,0,None,0,,60252.jpg,2.8,0,0,Townsend,1.1,False,None,a,6,31,216.0,139,82,76,397898,151,412751,582,0.4,13.8,Townsend,0
1,3,270,100,100,6,66975,3,,0,0,-4,4,251.9,113,76,1,,1,3,5.8,0.0,0,Luka,6.3,36,1,68.5,173,94,138,False,325.2,168,65,1851,,2021-01-03T17:30:23.119822Z,56,0,0,1,0,,66975.jpg,2.1,1,0,Milivojevic,0.3,False,None,a,6,31,107.0,232,118,53,14375,1521,62662,556,1.1,9.5,Milivojevic,7
2,5,275,100,100,4,74230,4,,0,0,-1,1,188.3,162,34,2,,0,2,3.8,0.0,0,Patrick,4.3,29,0,61.8,200,56,139,False,245.2,216,86,1503,,2020-08-15T10:00:11.682747Z,54,0,0,2,0,,74230.jpg,2.8,0,0,van Aanholt,0.4,False,None,a,6,31,185.0,164,31,50,150797,422,138991,840,0.8,9.3,van Aanholt,2
4,2,182,100,100,6,80146,None,,0,0,-4,4,194.8,154,23,None,,0,4,1.2,0.0,0,Jordan,1.7,31,1,76.4,140,28,140,False,233.0,228,25,1656,,2020-10-18T17:30:11.950512Z,56,0,0,4,0,,80146.jpg,2.4,0,0,Ayew,1.5,False,None,a,6,31,338.0,80,33,59,205949,610,544839,2793,0.3,10.5,Ayew,2
4,11,265,100,100,5,82403,None,,0,0,1,-1,277.0,95,66,None,,3,3,1.8,0.0,0,Wilfried,2.3,33,9,141.3,39,25,141,False,427.0,96,33,1802,,2021-02-02T23:00:28.387019Z,71,0,0,3,0,,82403.jpg,5.2,0,0,Zaha,8.7,False,None,a,6,31,709.0,28,16,109,3994225,8377,4247970,7399,0.3,15.4,Zaha,4
1,3,133,100,100,4,86417,None,,0,0,-2,2,169.4,175,108,None,,1,3,0.5,0.0,0,Jeffrey,1.0,18,2,63.2,196,102,142,False,231.0,230,94,1020,,2021-01-02T17:30:14.150779Z,53,0,0,None,0,,86417.jpg,2.6,0,0,Schlupp,0.1,False,None,a,6,31,232.0,130,76,47,14751,19,20395,24,0.2,8.9,Schlupp,2
0,0,0,0,0,0,141020,None,,0,0,-3,3,0.0,634,257,None,,0,3,0.0,0.0,0,Max,0.0,0,0,0.0,645,257,143,False,0.0,642,257,0,Left the club on 15/1,2021-01-15T23:30:26.650176Z,47,0,0,None,0,,141020.jpg,0.0,0,0,Meyer,0.0,False,None,u,6,31,0.0,623,256,0,2134,0,5167,12,0.0,0.0,Meyer,0
0,4,209,100,100,4,173954,None,,0,0,-1,1,118.8,216,131,None,,1,3,0.8,0.0,0,Jairo,1.3,24,2,42.7,265,122,144,False,238.2,220,89,1335,,2020-10-24T17:00:21.697186Z,44,0,0,None,0,,173954.jpg,2.2,0,0,Riedewald,0.8,False,None,a,6,31,69.0,289,143,54,266983,290,237341,1124,0.3,12.3,Riedewald,2
0,0,0,25,50,0,232423,None,,0,0,-2,2,0.0,468,184,None,,0,2,-0.1,0.0,0,Nathan,0.0,0,0,0.0,499,184,145,False,0.0,492,184,0,Lack of match fitness - 25% chance of playing,2020-08-26T09:30:07.992498Z,38,0,0,None,0,,232423.jpg,0.0,0,0,Ferguson,0.5,False,None,d,6,31,0.0,437,167,0,63215,551,138546,724,0.0,0.0,Ferguson,0
1,2,178,75,50,3,244723,None,,0,0,-2,2,51.0,311,96,None,,1,2,-0.4,0.0,0,Tyrick,0.0,20,0,29.4,319,110,146,False,221.0,233,93,1170,Muscle injury - 75% chance of playing,2021-03-02T23:00:28.697972Z,38,0,0,None,0,,244723.jpg,2.7,0,0,Mitchell,11.7,False,None,d,6,31,21.0,366,134,35,2210995,4829,2369440,23740,0.0,9.2,Mitchell,1
0,0,0,0,0,0,466955,None,,0,0,-2,2,0.0,561,214,None,,0,3,0.0,0.0,0,Brandon,0.0,0,0,0.0,583,215,147,False,0.0,576,213,0,Joined Kilmarnock on loan until the end of the season on 1/2,2021-02-01T21:00:20.102800Z,43,0,0,None,0,,466955.jpg,0.0,0,0,Pierrick,0.1,False,None,u,6,31,0.0,541,208,0,10842,0,15515,51,0.0,0.0,Pierrick,0
0,1,193,100,100,2,19188,None,,-1,1,-3,3,15.3,382,143,None,,0,2,-0.5,0.0,0,Scott,0.0,17,1,34.8,299,99,486,False,237.8,221,89,1080,,2021-01-07T18:30:17.505449Z,42,0,0,None,0,,19188.jpg,2.8,0,0,Dann,0.5,False,None,a,6,31,93.0,247,72,33,103211,36,131751,307,0.0,7.9,Dann,1
4,10,332,100,100,5,232413,1,,0,0,-2,2,472.1,35,28,3,,2,3,1.5,0.0,0,Eberechi,2.0,38,3,108.6,70,43,489,False,372.6,135,50,1957,,2020-11-17T23:00:19.063388Z,58,0,0,None,0,,232413.jpg,3.2,0,0,Eze,0.9,False,None,a,6,31,240.0,126,73,87,243547,581,233462,3534,0.3,15.0,Eze,3
0,0,0,0,0,0,221272,None,,0,0,0,0,0.0,501,197,None,,0,2,0.0,0.0,0,Sam,0.0,0,0,0.0,529,197,522,False,0.0,522,197,0,Joined Plymouth Argyle on loan until the end of the season on 31/11,2021-01-31T20:30:26.390128Z,40,0,0,None,0,,221272.jpg,0.0,0,0,Woods,0.4,False,None,u,6,31,0.0,474,184,0,62844,0,57518,256,0.0,0.0,Woods,0
0,0,0,0,0,0,114536,None,,0,0,0,0,0.0,494,195,None,,0,2,0.0,0.0,0,Ryan,0.0,0,0,0.0,523,195,534,False,0.0,516,195,0,Transferred to Charlton Athletic,2020-10-14T08:31:08.806610Z,40,0,0,None,0,,114536.jpg,0.0,0,0,Inniss,0.0,False,None,u,6,31,0.0,467,182,0,4884,0,6472,8,0.0,0.0,Inniss,0
1,0,172,50,50,2,57328,None,,0,0,0,0,84.3,256,64,None,,0,2,-0.2,0.0,0,Nathaniel,0.0,22,0,27.2,328,115,577,False,150.8,290,110,1145,Muscle injury - 50% chance of playing,2021-02-26T16:00:21.435712Z,45,0,0,None,0,,57328.jpg,2.2,0,0,Clyne,0.1,False,None,d,6,31,34.0,346,126,28,59942,6,56603,212,0.0,6.2,Clyne,2
0,0,0,None,None,0,42525,None,,0,0,0,0,0.0,490,20,None,,0,1,-0.5,0.0,0,Stephen,0.0,0,0,0.0,519,47,578,False,0.0,512,48,0,,None,40,0,0,None,0,,42525.jpg,0.0,0,0,Henderson,0.4,False,None,a,6,31,0.0,463,13,0,60351,134,34779,462,0.0,0.0,Henderson,0
0,0,0,100,100,0,105666,None,,0,0,0,0,0.0,587,62,None,,0,1,-0.5,0.0,0,Jack,0.0,0,0,0.0,605,79,586,False,0.0,599,79,0,,2020-10-23T13:30:19.850079Z,45,0,0,None,0,,105666.jpg,0.0,0,0,Butland,0.1,False,None,a,6,31,0.0,571,56,0,5475,35,4601,52,0.0,0.0,Butland,0
0,2,36,100,100,0,231747,None,,0,0,-4,4,15.5,381,55,None,,0,4,-0.2,0.0,0,Jean-Philippe,0.3,4,1,11.8,389,52,641,False,41.4,402,50,168,,2021-01-25T15:30:25.996892Z,56,0,0,None,0,,231747.jpg,3.0,0,0,Mateta,0.1,False,None,a,6,31,63.0,302,53,12,14521,58,11294,508,0.1,2.1,Mateta,0
0,0,0,None,None,0,223824,None,,0,0,0,0,0.0,502,198,None,,0,2,-0.5,0.0,0,Reece,0.0,0,0,0.0,530,198,675,False,0.0,523,198,0,,None,40,0,0,None,0,,223824.jpg,0.0,0,0,Hannam,0.0,False,None,a,6,31,0.0,475,185,0,246,40,113,24,0.0,0.0,Hannam,0
0,0,38,0,0,0,41823,None,,0,0,-2,2,18.6,376,181,None,,0,3,0.0,0.0,0,Fabian,0.0,5,0,4.6,438,189,149,False,26.2,424,179,211,Tendon Injury - Unknown return date,2021-03-03T13:30:26.783537Z,48,0,0,None,0,,41823.jpg,1.2,0,0,Delph,0.0,False,None,i,7,11,1.0,435,201,6,2600,35,5320,34,0.0,1.2,Delph,0
4,10,313,100,100,5,55422,2,,0,0,-2,2,434.9,45,34,1,,2,3,2.5,0.0,0,Gylfi,2.0,21,4,108.3,71,44,150,False,364.8,143,55,1496,,2021-03-12T14:00:27.947383Z,68,0,0,1,0,,55422.jpg,3.3,0,0,Sigurdsson,1.6,False,None,a,7,11,282.0,98,55,87,292274,4289,291602,5010,0.3,12.8,Sigurdsson,1
0,0,0,0,0,0,57513,None,,0,0,-2,2,0.0,536,44,None,,0,1,0.0,0.0,0,Jonas,0.0,0,0,0.0,560,67,151,False,0.0,552,67,0,Transferred to FC Midtjylland,2021-02-02T08:42:26.111617Z,43,0,0,None,0,,57513.jpg,0.0,0,0,Lössl,0.1,False,None,u,7,11,0.0,516,38,0,3190,0,10297,47,0.0,0.0,Lössl,0
1,1,178,100,100,2,59949,None,,0,0,-2,2,106.6,228,55,None,,0,2,0.8,0.0,0,Seamus,0.3,15,0,37.2,289,96,152,False,174.6,268,105,898,,2021-03-05T00:00:28.838960Z,48,0,0,None,0,,59949.jpg,2.0,0,0,Coleman,0.6,False,None,a,7,11,91.0,252,74,32,224724,278,264730,614,0.1,6.7,Coleman,0
0,0,12,0,0,0,66838,None,,0,0,0,0,11.6,396,58,None,,0,4,0.0,0.0,0,Cenk,0.0,3,0,1.8,464,63,153,False,2.2,479,62,44,Joined Besiktas on loan until the end of the season on 1/2,2021-02-01T19:00:19.507548Z,60,0,0,None,0,,66838.jpg,0.8,0,0,Tosun,0.0,False,None,u,7,11,4.0,420,66,4,7789,0,8522,16,0.0,0.7,Tosun,1
0,1,65,0,None,2,100649,None,,0,0,-3,3,118.6,217,132,None,,0,3,0.0,0.0,0,Bernard,1.3,4,1,29.0,323,147,154,False,96.4,341,144,390,Knock - Unknown return date,2021-04-02T14:00:27.425119Z,57,0,0,None,0,,100649.jpg,2.0,0,0,Anício Caldeira Duarte,0.1,False,None,i,7,11,76.0,276,137,18,12507,84,20983,118,0.2,3.2,Bernard,2
8,11,380,100,100,4,101188,3,,0,0,2,-2,466.6,36,7,3,,1,2,3.5,0.0,0,Lucas,3.0,31,0,97.5,84,15,155,False,410.0,110,43,1781,,2021-02-11T00:00:27.483772Z,62,0,0,None,0,,101188.jpg,3.8,1,0,Digne,9.1,False,None,a,7,11,96.0,241,68,75,1906397,13864,1959542,11472,0.5,12.1,Digne,1
1,12,501,None,None,7,106611,None,,0,0,1,-1,64.4,283,79,None,,3,2,3.8,0.0,0,Michael,3.3,34,3,90.7,93,20,156,False,638.4,23,2,2269,,None,51,0,0,None,0,,106611.jpg,3.6,0,0,Keane,6.0,False,None,a,7,11,204.0,148,21,98,1026016,9306,765793,7619,0.6,19.2,Keane,3
0,6,405,0,100,6,111234,None,,0,0,-2,2,10.0,401,5,None,,1,1,0.0,0.0,0,Jordan,3.3,29,0,53.5,233,15,157,False,524.2,56,15,2022,Abdominal injury - Expected back 12 Apr,2021-04-02T14:00:27.450320Z,48,0,0,None,0,,111234.jpg,3.4,0,69,Pickford,5.0,False,None,i,7,11,0.0,641,66,79,652410,3383,826047,5072,0.7,16.5,Pickford,1
1,0,180,100,100,4,120250,4,,0,0,-2,2,206.4,147,96,None,,0,3,2.8,0.0,0,André Filipe,2.3,21,0,45.5,257,119,158,False,170.2,274,117,1356,,2020-12-19T23:30:21.112204Z,53,0,0,None,0,,120250.jpg,1.8,0,0,Tavares Gomes,0.2,False,None,a,7,11,84.0,262,132,39,24477,177,43518,139,0.4,7.4,André Gomes,3
3,1,231,None,None,5,153133,None,,0,0,-1,1,243.6,118,81,None,,1,3,1.8,0.0,0,Alex,1.3,17,1,70.6,161,85,159,False,250.8,211,85,1315,,None,59,0,0,None,0,,153133.jpg,2.3,0,0,Iwobi,0.2,False,None,a,7,11,210.0,143,84,58,35738,169,41726,259,0.2,9.8,Iwobi,0
0,0,19,0,0,0,153673,None,,0,0,-2,2,8.1,410,156,None,,0,2,0.0,0.0,0,Jonjoe,0.0,1,0,2.8,448,168,160,False,11.0,458,175,78,Joined Celtic on loan until the end of the season on 1/2,2021-02-01T22:00:27.167113Z,43,0,0,None,0,,153673.jpg,1.2,0,0,Kenny,0.1,False,None,u,7,11,8.0,404,154,5,7972,0,20273,34,0.0,1.2,Kenny,0
0,0,0,100,25,0,160987,None,,0,0,0,0,0.0,666,269,None,,0,3,0.5,0.0,0,Jean-Philippe,0.0,0,0,0.0,673,269,161,False,0.0,670,269,0,,2020-08-15T10:00:11.729677Z,50,0,0,None,0,,160987.jpg,0.0,0,0,Gbamin,0.0,False,None,a,7,11,0.0,662,269,0,594,15,534,10,0.0,0.0,Gbamin,0
0,5,322,100,100,4,164511,None,,0,0,0,0,22.3,369,135,None,,1,2,0.5,0.0,0,Yerry,0.0,21,2,63.0,197,54,162,False,423.2,100,37,1637,,2021-02-17T23:00:21.098924Z,55,0,0,None,0,,164511.jpg,3.3,0,0,Mina,1.7,False,None,a,7,11,182.0,165,32,62,403547,691,418952,914,0.0,11.3,Mina,1
1,1,162,75,100,3,173807,None,,0,0,-3,3,86.9,254,151,None,,0,3,1.9,0.0,0,Tom,2.0,15,0,26.9,330,148,163,False,159.8,279,120,965,Knock - 75% chance of playing,2021-04-01T11:00:26.662677Z,52,0,0,None,0,,173807.jpg,1.9,0,0,Davies,0.1,False,None,d,7,11,22.0,365,175,34,5653,38,11674,84,0.4,6.5,Davies,2
6,16,448,100,100,7,177815,None,,0,0,6,-6,217.1,140,19,None,,3,4,3.8,0.0,0,Dominic,3.3,30,14,192.7,17,5,164,False,613.6,27,4,2151,,2021-02-11T00:00:27.527495Z,76,0,0,None,0,,177815.jpg,5.4,0,0,Calvert-Lewin,36.2,False,None,a,7,11,1100.0,8,5,136,8127992,84148,6483260,46064,0.4,17.9,Calvert-Lewin,3
0,4,303,100,100,6,194164,None,,0,0,-2,2,98.4,237,58,None,,1,2,2.5,0.0,0,Mason,2.0,21,1,48.7,247,80,165,False,323.8,169,68,1582,,2020-09-06T01:30:17.999031Z,48,0,0,None,0,,194164.jpg,3.2,0,0,Holgate,0.9,False,None,a,7,11,63.0,301,98,58,208028,1073,156675,1931,0.4,12.1,Holgate,6
5,15,323,100,100,6,212319,None,,0,0,0,0,212.0,145,20,None,,1,4,4.8,0.0,0,Richarlison,4.3,27,6,140.4,42,12,166,False,438.2,88,11,1984,,2021-01-11T14:00:23.066552Z,80,0,0,2,0,,212319.jpg,3.9,1,0,de Andrade,9.6,False,None,a,7,11,753.0,24,11,94,1597738,25280,1596941,32576,0.5,11.8,Richarlison,3
0,0,10,None,None,0,222627,None,,0,0,-2,2,0.0,555,53,None,,0,1,1.2,0.0,0,João,0.7,0,0,2.5,451,29,167,False,25.0,426,29,47,,None,43,0,0,None,0,,222627.jpg,2.0,0,3,Virgínia,0.1,False,None,a,7,11,0.0,535,47,2,2371,293,5181,86,0.2,0.5,Virgínia,0
0,0,11,0,0,0,232826,None,,0,0,-2,2,12.7,390,186,None,,0,3,0.0,0.0,0,Anthony,0.0,0,0,3.1,446,193,168,False,14.4,447,190,87,Joined Preston North End on loan until the end of the season on 1/2,2021-02-02T00:00:25.947313Z,43,0,0,None,0,,232826.jpg,1.0,0,0,Gordon,0.4,False,None,u,7,11,4.0,414,194,3,112153,0,142911,433,0.0,0.7,Gordon,0
0,0,1,0,0,0,242058,None,,0,0,-3,3,1.3,442,64,None,,0,4,0.0,0.0,0,Moise,0.0,0,0,0.9,475,64,169,False,0.0,680,85,13,Joined Paris Saint-Germain on loan until the end of the season on 4/10. - Expected back 01 Jul,2020-10-03T00:30:17.828204Z,57,0,0,None,0,,242058.jpg,1.0,0,0,Kean,0.2,False,None,u,7,11,11.0,393,61,2,8011,0,36243,26,0.0,0.4,Kean,0
0,0,0,0,0,0,480455,None,,0,0,-1,1,0.0,484,192,None,,0,2,0.0,0.0,0,Jarrad,0.0,0,0,0.0,514,192,170,False,0.0,507,192,0,Joined Blackburn Rovers on loan until the end of the season on 14/1,2021-01-14T23:00:22.063648Z,39,0,0,None,0,,480455.jpg,0.0,0,0,Branthwaite,1.1,False,None,u,7,11,0.0,456,178,0,140402,0,327456,742,0.0,0.0,Branthwaite,0
0,0,188,100,100,3,119765,None,,0,0,-3,3,108.5,225,135,None,,0,3,2.2,0.0,0,Allan,1.7,20,0,35.6,296,137,502,False,218.8,236,95,1330,,2020-12-16T22:30:22.602548Z,52,0,0,None,0,,119765.jpg,1.8,0,0,Marques Loureiro,0.6,False,None,a,7,11,27.0,356,172,29,82759,129,168378,147,0.3,5.6,Allan,4
4,7,347,100,100,2,60025,1,,0,0,2,-2,453.0,39,30,2,,1,3,0.5,0.0,0,James,0.0,24,5,115.8,59,34,508,False,416.0,105,36,1343,,2021-03-05T00:00:29.634486Z,77,0,0,None,0,,60025.jpg,4.3,0,0,Rodríguez,8.0,False,None,a,7,11,287.0,96,53,77,3686313,7042,4075128,5035,0.0,10.0,Rodríguez,3
3,2,375,0,0,7,121599,None,,0,0,-3,3,284.8,90,62,None,,2,3,0.0,0.0,0,Abdoulaye,1.0,32,2,94.2,91,52,512,False,400.6,116,41,2131,Foot injury - Expected back 23 May,2021-03-09T00:00:22.741777Z,52,0,0,None,0,,121599.jpg,2.8,0,0,Doucouré,0.7,False,None,i,7,11,256.0,114,64,71,150198,64,276793,1938,0.2,13.7,Doucouré,6
0,0,6,100,100,0,495542,None,,0,0,0,0,5.3,420,161,None,,0,2,0.5,0.0,0,Niels,0.0,1,0,2.0,456,171,559,False,13.8,449,171,68,,2021-01-22T16:30:27.249165Z,40,0,0,None,0,,495542.jpg,1.0,0,0,Nkounkou,0.2,False,None,a,7,11,1.0,432,163,1,35114,66,31744,115,0.0,0.2,Nkounkou,1
1,1,339,75,100,6,198826,None,,0,0,0,0,55.6,303,92,None,,0,2,1.9,0.0,0,Ben,2.0,24,0,52.5,239,74,566,False,393.6,122,47,1859,Knock - 75% chance of playing,2021-04-01T11:00:27.922226Z,50,1,0,None,0,,198826.jpg,2.7,0,0,Godfrey,0.4,False,None,d,7,11,73.0,283,91,56,69298,630,45014,1567,0.4,11.2,Godfrey,4
0,0,73,100,100,1,111782,None,,0,0,0,0,0.0,588,63,None,,0,1,0.5,0.0,0,Robin,0.0,8,0,10.5,398,24,573,False,104.4,331,24,450,,2021-03-05T00:00:29.740463Z,45,0,0,None,0,,111782.jpg,2.4,0,13,Olsen,0.1,False,None,a,7,11,0.0,572,57,12,15614,144,12801,149,0.0,2.7,Olsen,1
0,0,0,0,0,0,218997,None,,0,0,0,0,0.0,596,72,None,,0,4,0.0,0.0,0,Ellis,0.0,0,0,0.0,611,73,596,False,0.0,606,69,0,Joined Blackburn Rovers on loan until the end of the season on 20/1,2021-01-20T23:00:23.497026Z,45,0,0,None,0,,218997.jpg,0.0,0,0,Simms,0.1,False,None,u,7,11,0.0,580,71,0,11578,0,11386,46,0.0,0.0,Simms,0
0,0,0,None,None,0,461446,None,,0,0,0,0,0.0,615,247,None,,0,3,0.5,0.0,0,Tyler,0.0,0,0,0.0,630,248,644,False,0.0,626,247,0,,None,45,0,0,None,0,,461446.jpg,0.0,0,0,Onyango,0.0,False,None,a,7,11,0.0,603,246,0,325,18,234,14,0.0,0.0,Onyango,0
0,0,16,None,None,0,78007,None,,-1,1,-3,3,4.7,424,61,None,,0,4,1.5,0.0,0,Joshua,1.0,2,0,1.9,460,60,651,False,10.4,459,57,118,,None,52,0,0,None,0,,78007.jpg,1.0,0,0,King,0.1,False,None,a,7,11,4.0,418,64,8,27164,341,21235,697,0.2,1.5,King,0
0,0,0,None,None,0,232829,None,,0,0,0,0,0.0,506,201,None,,0,2,0.5,0.0,0,Kyle,0.0,0,0,0.0,533,200,679,False,0.0,526,200,0,,None,40,0,0,None,0,,232829.jpg,0.0,0,0,John,0.0,False,None,a,7,11,0.0,479,188,0,243,43,99,23,0.0,0.0,John,0
0,0,0,None,None,0,173818,None,,0,0,0,0,0.0,590,228,None,,0,3,0.5,0.0,0,Nathan,0.0,0,0,0.0,607,229,680,False,0.0,601,227,0,,None,45,0,0,None,0,,173818.jpg,0.0,0,0,Broadhead,0.0,False,None,a,7,11,0.0,574,224,0,70,12,33,8,0.0,0.0,Broadhead,0
0,0,0,None,None,0,422612,None,,0,0,0,0,0.0,509,203,None,,0,2,0.5,0.0,0,Ryan,0.0,0,0,0.0,536,202,681,False,0.0,529,202,0,,None,40,0,0,None,0,,422612.jpg,0.0,0,0,Astley,0.0,False,None,a,7,11,0.0,482,190,0,205,29,91,19,0.0,0.0,Astley,0
0,0,0,None,None,0,447325,None,,0,0,0,0,0.0,516,34,None,,0,1,0.5,0.0,0,Harry,0.0,0,0,0.0,543,60,682,False,0.0,536,61,0,,None,40,0,0,None,0,,447325.jpg,0.0,0,0,Tyrer,0.0,False,None,a,7,11,0.0,489,27,0,193,31,69,17,0.0,0.0,Tyrer,0
0,0,159,100,100,10,126187,None,,0,0,-1,1,244.3,117,80,None,,0,3,1.2,1.2,0,Ruben,1.2,18,1,82.4,121,67,115,False,181.8,253,107,1717,,2021-01-13T23:30:18.860000Z,59,0,0,None,0,,126187.jpg,2.3,0,0,Loftus-Cheek,0.2,False,None,a,8,54,399.0,60,33,57,33069,134,35088,2284,0.2,9.7,Loftus-Cheek,3
0,0,0,None,None,0,40559,None,,0,0,-1,1,0.0,472,11,None,,0,1,0.0,0.0,0,Fabricio,0.0,0,0,0.0,503,40,171,False,0.0,496,41,0,,None,39,0,0,None,0,,40559.jpg,0.0,0,0,Agosto Ramírez,2.2,False,None,a,8,54,0.0,441,4,0,146690,1166,113125,2411,0.0,0.0,Fabri,0
0,0,0,0,0,0,55038,None,,0,0,-3,3,0.0,631,255,None,,0,3,0.0,0.0,0,Kevin,0.0,0,0,0.0,643,255,172,False,0.0,640,255,0,Not included in Fulham's 25-man Premier League squad,2020-10-20T22:30:18.518943Z,47,0,0,None,0,,55038.jpg,0.0,0,0,McDonald,0.0,False,None,u,8,54,0.0,620,254,0,939,0,5636,5,0.0,0.0,McDonald,0
0,0,12,0,0,0,61739,None,,0,0,-4,4,1.6,436,170,None,,0,2,0.0,0.0,0,Maxime,0.0,1,0,1.6,467,174,173,False,12.6,452,173,122,Joined Royal Antwerp on loan until the end of the season on 1/2,2021-02-01T23:00:20.765108Z,41,0,0,None,0,,61739.jpg,0.5,0,0,Le Marchand,0.1,False,None,u,8,54,1.0,433,164,1,3430,0,13612,25,0.0,0.2,Le Marchand,2
0,0,0,0,0,0,61916,None,,0,0,-3,3,0.0,632,256,None,,0,3,0.0,0.0,0,Stefan,0.0,0,0,0.0,644,256,174,False,0.0,641,256,0,Not included in Fulham's 25-man Premier League squad,2020-10-20T22:30:18.533609Z,47,0,0,None,0,,61916.jpg,0.0,0,0,Johansen,0.0,False,None,u,8,54,0.0,621,255,0,438,0,3391,1,0.0,0.0,Johansen,0
1,2,160,0,0,1,76357,3,,0,0,-3,3,278.3,93,65,None,,0,3,0.0,0.0,0,Tom,0.0,15,1,57.3,218,110,175,False,170.6,273,116,758,Knee injury - Unknown return date,2021-01-14T15:00:16.245882Z,52,0,0,None,0,,76357.jpg,2.7,0,0,Cairney,0.1,False,None,i,8,54,124.0,216,109,27,11422,27,27817,46,0.0,5.2,Cairney,2
0,0,78,None,None,0,82514,None,,0,0,-3,3,4.7,423,163,None,,0,2,0.0,0.0,0,Tim,0.0,10,0,8.8,406,151,176,False,82.6,356,138,450,,None,42,0,0,None,0,,82514.jpg,1.4,0,0,Ream,0.1,False,None,a,8,54,0.0,507,206,7,8212,19,17661,53,0.0,1.7,Ream,0
0,0,0,0,0,0,83543,None,,0,0,-5,5,0.0,665,268,None,,0,3,0.0,0.0,0,Anthony,0.0,0,0,0.0,672,268,177,False,0.0,669,268,0,Loan at Nottingham Forest extended until end of the season on 12/1. - Expected back 01 Jul,2020-10-16T21:30:11.452901Z,50,0,0,None,0,,83543.jpg,0.0,0,0,Knockaert,0.0,False,None,u,8,54,0.0,661,268,0,1026,0,12647,0,0.0,0.0,Knockaert,0
