assists,bonus,bps,clean_sheets,creativity,element_code,end_cost,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season_name,start_cost,threat,total_points,yellow_cards
2,6,283,3,196.0,92159,43,24,2,74.1,345.4,1492,0,0,0,0,0,2019/20,45,198.0,64,0
