id,xP
1,0.0
2,0.0
3,0.0
4,1.3
5,0.7
6,7.0
7,0.0
8,1.7
9,0.8
10,0.3
11,0.0
13,2.0
14,0.0
16,0.3
17,2.7
18,2.3
19,0.0
21,0.0
22,0.0
23,0.8
24,0.8
25,0.0
26,0.7
27,0.0
70,0.0
478,0.3
494,0.7
501,0.3
526,0.7
527,0.0
547,0.0
567,2.0
645,4.7
12,2.7
28,0.0
29,0.7
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,1.3
39,0.0
40,6.3
41,2.3
42,2.0
43,0.0
44,0.0
45,1.7
46,1.7
47,0.0
48,0.0
49,0.0
50,1.7
51,0.0
52,1.7
106,0.7
496,0.7
514,4.7
540,2.3
554,0.7
647,1.3
671,0.0
672,0.0
683,0.0
53,0.0
54,1.8
57,3.5
58,0.0
59,0.2
60,0.0
61,-0.2
62,5.2
63,0.0
64,-0.1
65,0.0
66,0.0
67,3.8
68,3.5
69,8.2
71,-0.2
72,-0.5
73,0.0
74,2.2
75,0.0
76,1.8
77,0.0
78,-0.4
79,-0.5
80,0.2
503,-0.5
528,-0.5
550,0.0
574,0.5
588,6.2
597,3.2
627,0.0
628,1.5
630,-0.5
631,-0.5
632,0.0
633,-0.5
662,-0.5
663,-0.5
664,-0.5
55,-0.5
81,0.5
82,-0.5
83,2.5
84,-0.5
85,-0.1
86,0.5
87,0.0
88,1.0
89,1.0
90,1.5
91,8.5
92,0.5
93,5.0
94,0.0
95,0.0
96,1.5
97,-0.5
98,1.5
99,-0.5
100,5.5
519,-0.5
520,0.0
535,-0.5
536,-0.5
551,0.0
583,-0.5
591,-0.5
592,0.0
612,-0.5
613,-0.5
658,-0.5
101,1.0
102,4.0
103,1.0
104,2.5
105,3.5
107,1.5
109,4.0
110,1.0
111,1.0
112,1.0
113,0.0
114,3.0
116,4.0
117,4.0
118,1.0
119,5.5
120,5.5
121,0.0
122,1.5
123,1.5
124,1.0
232,4.0
490,-1.0
500,3.0
548,5.5
593,1.0
605,1.0
108,3.0
125,3.5
126,0.0
127,0.0
128,6.0
129,0.0
130,0.0
131,0.0
132,2.0
133,2.5
134,4.5
135,0.0
136,0.0
137,0.5
138,6.5
139,3.5
140,2.0
141,4.0
142,2.5
143,0.0
144,2.5
145,0.0
146,0.0
147,0.0
486,0.0
489,2.0
522,0.0
534,0.0
577,0.0
578,0.0
586,0.0
641,0.5
675,0.0
149,0.0
150,0.5
151,0.0
152,6.0
153,0.0
154,0.0
155,1.0
156,1.5
157,0.0
158,1.5
159,1.0
160,0.0
161,0.5
162,0.5
163,3.0
164,4.0
165,1.5
166,2.0
167,1.0
168,0.0
169,0.0
170,0.0
502,1.0
508,5.5
512,0.0
559,0.0
566,0.8
573,1.5
596,0.0
644,0.0
651,0.5
679,0.0
680,0.0
681,0.0
682,0.0
115,1.3
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
