id,xP
1,0.0
2,0.0
3,1.0
4,8.2
5,1.0
6,2.6
7,0.0
8,5.4
9,2.6
10,4.2
11,5.4
13,4.6
14,0.0
16,6.2
17,3.8
18,6.6
19,0.0
21,1.0
22,4.2
23,10.2
24,5.8
25,0.0
26,5.0
27,0.0
70,4.2
478,6.6
494,7.8
501,6.6
526,8.2
527,0.0
547,1.0
567,3.4
645,3.8
689,1.0
12,6.3
28,-0.5
29,0.3
30,0.0
31,-0.5
32,-0.5
33,0.0
34,0.0
35,0.0
36,-0.5
37,0.0
38,5.1
39,-0.5
40,0.0
41,3.1
42,4.3
43,0.0
44,0.3
45,7.9
46,4.3
47,0.0
48,0.3
49,0.0
50,3.5
51,0.0
52,3.5
106,4.7
496,-0.1
514,6.3
540,6.7
554,1.5
647,-0.2
671,-0.5
672,-0.5
683,-0.5
53,0.0
54,0.0
57,4.8
58,0.0
59,0.0
60,0.0
61,3.2
62,4.8
63,0.0
64,0.0
65,0.0
66,3.8
67,3.5
68,1.0
69,1.8
71,0.8
72,0.2
73,0.0
74,2.5
75,0.0
76,2.2
77,0.0
78,0.2
79,0.0
80,1.2
503,0.0
528,0.0
550,0.0
574,0.2
588,4.5
597,4.5
627,0.0
628,1.2
630,0.0
631,0.0
632,0.0
633,0.0
662,0.0
663,0.0
664,0.0
55,-0.4
81,4.7
82,-0.5
83,-0.5
84,1.7
85,0.0
86,0.5
87,0.0
88,2.7
89,6.0
90,0.0
91,8.0
92,3.5
93,2.0
94,0.0
95,0.0
96,3.0
97,3.5
98,2.7
99,0.0
100,4.0
519,-0.5
520,0.0
535,-0.5
536,-0.5
551,0.0
583,-0.5
591,-0.5
592,-0.5
612,-0.5
613,-0.5
658,-0.5
101,-0.5
102,5.5
103,0.3
104,5.5
105,2.7
107,-0.1
109,6.3
110,4.7
111,-0.5
112,3.9
113,1.5
114,6.3
116,7.9
117,5.9
118,0.3
119,3.5
120,5.1
121,0.0
122,0.7
123,6.7
124,1.9
232,7.5
490,5.9
500,7.9
548,8.7
593,-0.5
605,-0.5
698,2.0
108,0.9
125,6.1
126,0.5
127,0.1
128,6.1
129,0.5
130,0.1
131,0.9
132,10.1
133,4.1
134,4.5
135,0.5
136,0.1
137,3.5
138,3.5
139,0.9
140,2.9
141,6.9
142,3.5
143,0.0
144,2.9
145,0.1
146,4.5
147,0.0
486,3.5
489,12.9
522,0.0
534,0.0
577,0.5
578,0.5
586,0.5
641,1.5
675,0.5
688,0.5
149,0.3
150,9.5
151,0.0
152,9.1
153,0.0
154,-0.1
155,10.7
156,4.7
157,9.1
158,1.9
159,1.5
160,0.0
161,0.0
162,2.7
163,1.5
164,7.9
165,5.1
166,4.7
167,-0.5
168,0.0
169,0.0
170,0.0
502,3.9
508,1.6
512,0.7
559,-0.5
566,11.1
573,-0.5
596,0.0
644,-0.5
651,0.7
679,-0.5
680,-0.5
681,-0.5
682,-0.5
690,-0.5
691,-0.5
115,1.2
